,date_received,complaint_id,rand_client,phonefinal,vru_line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time,event_timestamp
354,2016-04-26,CR1897162,1768.0,776-733-4517,AA0109,34986.0,2.0,NE,AGENT,TOVA,13:06:21,13:09:03,00:02:42,2022-05-09 17:36:42.489688
355,2016-04-26,CR1898121,6731.0,826-381-5603,AA0205,34987.0,0.0,PS,AGENT,ANAT,16:05:21,16:24:35,00:19:14,2022-05-04 11:49:45.489688
356,2016-04-25,CR1894293,261.0,631-216-0148,AA0113,34988.0,0.0,NW,AGENT,MORIAH,11:42:28,11:44:09,00:01:41,2022-05-05 13:30:38.489688
357,2016-04-25,CR1895831,1828.0,978-153-5816,AA0115,34989.0,2.0,PS,AGENT,YIFAT,14:46:12,15:06:04,00:19:52,2022-05-04 20:33:26.489688
358,2016-04-25,CR1894599,13915.0,265-277-9310,AA0205,34990.0,0.0,PS,AGENT,SHARON,10:39:20,10:55:26,00:16:06,2022-05-09 20:19:07.489688
359,2016-04-25,CR1894412,4724.0,406-106-9086,AA0202,34991.0,2.0,PS,AGENT,AVIDAN,15:43:51,15:54:58,00:11:07,2022-05-09 22:33:09.489688
360,2016-04-22,CR1892409,4352.0,414-332-5452,AA0102,34992.0,0.0,PS,AGENT,DORIT,10:30:18,10:41:01,00:10:43,2022-05-04 13:29:34.489688
361,2016-04-22,CR1892549,2065.0,498-620-7444,AA0106,34993.0,0.0,PS,AGENT,YITZ,11:37:27,11:39:22,00:01:55,2022-05-08 18:12:53.489688
362,2016-04-21,CR1890939,2230.0,201-492-8164,AA0206,34994.0,2.0,PS,AGENT,STEREN,13:16:10,13:20:05,00:03:55,2022-05-02 18:15:57.489688
363,2016-04-20,CR1888091,787.0,564-245-8877,AA0109,34996.0,0.0,NW,AGENT,MIKI,15:56:51,16:05:53,00:09:02,2022-05-05 03:03:07.489688
364,2016-04-20,CR1889322,9995.0,870-214-6557,AA0214,34997.0,0.0,PS,AGENT,TOVA,12:07:49,12:24:51,00:17:02,2022-05-08 13:36:58.489688
365,2016-04-20,CR1888218,1618.0,410-007-0975,AA0109,34998.0,0.0,NW,AGENT,MICHAL,15:05:26,15:24:43,00:19:17,2022-05-06 01:59:10.489688
366,2016-04-19,CR1887630,2474.0,539-635-0992,AA0214,34999.0,2.0,PS,AGENT,ZOHARI,13:22:43,13:25:40,00:02:57,2022-05-07 09:46:06.489688
367,2016-04-19,CR1885810,10382.0,354-125-0285,AA0106,35000.0,0.0,PS,AGENT,GILI,09:57:51,10:17:36,00:19:45,2022-05-04 11:34:08.489688
368,2016-04-18,CR1884244,3310.0,612-961-3610,AA0113,35001.0,0.0,NE,AGENT,TOVA,12:52:37,12:57:58,00:05:21,2022-05-03 04:18:12.489688
369,2016-04-15,CR1881664,2436.0,483-340-9196,AA0209,35002.0,1.0,PS,AGENT,MIKI,11:30:31,11:50:54,00:20:23,2022-05-04 04:57:41.489688
370,2016-04-15,CR1882427,4794.0,673-913-2311,AA0109,35003.0,0.0,PS,AGENT,KAZAV,14:31:46,14:50:13,00:18:27,2022-05-01 00:00:50.489688
371,2016-04-14,CR1879528,865.0,723-541-6787,AA0213,35004.0,2.0,PS,AGENT,ZOHARI,13:50:34,13:54:11,00:03:37,2022-05-04 16:02:54.489688
372,2016-04-14,CR1880675,2153.0,130-296-1655,AA0210,35005.0,0.0,NW,AGENT,YITZ,13:37:52,13:54:44,00:16:52,2022-05-09 19:33:41.489688
373,2016-04-13,CR1878387,1900.0,684-426-5729,AA0109,35006.0,2.0,PS,AGENT,YIFAT,10:54:43,10:59:41,00:04:58,2022-05-05 17:31:10.489688
374,2016-04-12,CR1876668,2116.0,914-235-2659,AA0202,35008.0,0.0,PS,AGENT,ANAT,16:20:54,16:39:28,00:18:34,2022-05-06 16:39:48.489688
375,2016-04-12,CR1876143,751.0,396-848-5191,AA0206,35009.0,0.0,NW,AGENT,SHARON,09:13:50,09:30:40,00:16:50,2022-05-08 10:02:43.489688
376,2016-04-12,CR1876584,4809.0,218-178-4327,AA0115,35010.0,2.0,PS,AGENT,IDIT,16:20:50,16:21:35,00:00:45,2022-05-08 21:34:43.489688
377,2016-04-12,CR1875861,1807.0,387-514-1611,AA0202,35011.0,2.0,PS,AGENT,BASCH,15:14:43,15:32:04,00:17:21,2022-04-30 00:23:15.489688
378,2016-04-12,CR1876102,4056.0,838-873-9697,AA0110,35012.0,0.0,PS,AGENT,AVNI,16:45:47,17:02:32,00:16:45,2022-05-10 22:01:38.489688
379,2016-04-12,CR1876288,4743.0,508-477-1134,AA0101,35013.0,0.0,PS,AGENT,SHARON,10:52:56,10:56:31,00:03:35,2022-05-06 05:13:33.489688
380,2016-04-11,CR1873087,4563.0,677-527-3851,AA0106,35014.0,0.0,NW,AGENT,YIFAT,16:11:23,16:13:11,00:01:48,2022-05-10 21:17:30.489688
381,2016-04-11,CR1874211,2344.0,374-330-1743,AA0206,35015.0,1.0,PS,AGENT,AVNI,15:51:55,16:01:47,00:09:52,2022-04-30 13:43:02.489688
382,2016-04-11,CR1874788,870.0,183-280-2128,AA0214,35016.0,1.0,PS,AGENT,MICHAL,13:53:49,13:56:15,00:02:26,2022-05-06 03:15:27.489688
383,2016-04-07,CR1869370,8392.0,439-123-7912,AA0204,35018.0,0.0,PS,AGENT,NAAMA,13:58:45,13:59:52,00:01:07,2022-05-02 10:51:28.489688
384,2016-04-07,CR1869572,569.0,983-117-4618,AA0209,35020.0,2.0,PS,AGENT,YIFAT,15:27:42,15:35:33,00:07:51,2022-05-03 14:28:35.489688
385,2016-04-07,CR1868541,4484.0,779-840-8158,AA0204,35021.0,2.0,PS,AGENT,BASCH,10:59:01,11:17:41,00:18:40,2022-04-30 07:00:45.489688
386,2016-04-06,CR1867597,2662.0,107-989-2443,AA0109,35022.0,2.0,PS,AGENT,BASCH,12:14:11,12:29:07,00:14:56,2022-05-06 05:09:31.489688
387,2016-04-06,CR1866172,924.0,212-195-5968,AA0206,35023.0,2.0,PS,AGENT,YITZ,14:42:45,14:49:49,00:07:04,2022-05-05 00:36:17.489688
388,2016-04-06,CR1866912,1454.0,327-323-3609,AA0106,35024.0,2.0,PS,AGENT,KAZAV,09:13:39,09:32:29,00:18:50,2022-05-10 06:01:43.489688
389,2016-04-05,CR1865021,1789.0,265-401-0963,AA0214,35025.0,2.0,NE,AGENT,MORIAH,13:51:47,14:07:54,00:16:07,2022-05-09 01:30:30.489688
390,2016-04-04,CR1864022,1369.0,726-912-0990,AA0110,35027.0,0.0,NW,AGENT,MICHAL,10:27:18,10:31:01,00:03:43,2022-05-08 11:28:53.489688
391,2016-04-04,CR1863263,3536.0,253-881-3836,AA0102,35028.0,1.0,PS,AGENT,MIKI,12:17:13,12:27:55,00:10:42,2022-05-04 23:01:26.489688
392,2016-04-01,CR1859915,11637.0,400-432-9445,AA0113,35029.0,0.0,PS,AGENT,SHARON,09:27:14,09:45:45,00:18:31,2022-05-07 22:13:56.489688
393,2016-03-31,CR1859611,1237.0,508-541-8481,AA0106,35030.0,1.0,PS,AGENT,BASCH,10:00:54,10:12:02,00:11:08,2022-05-06 11:18:10.489688
394,2016-03-31,CR1859291,9346.0,471-246-9491,AA0210,35031.0,0.0,NE,AGENT,MORIAH,16:36:20,16:50:18,00:13:58,2022-05-03 13:29:54.489688
395,2016-03-31,CR1859305,3650.0,430-099-1954,AA0104,35032.0,0.0,PS,AGENT,IDIT,09:20:13,09:26:04,00:05:51,2022-05-06 21:27:51.489688
396,2016-03-30,CR1857024,3457.0,227-737-9076,AA0216,35033.0,0.0,IN,AGENT,MICHAL,09:05:27,09:15:20,00:09:53,2022-05-07 23:36:29.489688
397,2016-03-30,CR1856990,4790.0,585-334-7286,AA0106,35035.0,2.0,PS,AGENT,YIFAT,15:17:50,15:38:20,00:20:30,2022-05-05 05:20:35.489688
398,2016-03-29,CR1854953,132.0,133-274-1580,AA0102,35038.0,1.0,PS,AGENT,TOVA,09:54:56,10:14:51,00:19:55,2022-05-02 14:35:52.489688
399,2016-03-28,CR1851997,3951.0,133-833-5697,AA0110,35039.0,0.0,PS,AGENT,STEREN,13:40:58,13:51:33,00:10:35,2022-05-09 12:23:13.489688
400,2016-03-25,CR1850166,2407.0,413-537-6063,AA0107,35040.0,1.0,TT,AGENT,STEREN,11:56:43,12:07:45,00:11:02,2022-05-09 18:11:16.489688
401,2016-03-25,CR1850735,4432.0,212-210-3337,AA0105,35041.0,0.0,PS,AGENT,BASCH,09:38:26,09:49:13,00:10:47,2022-04-30 19:27:24.489688
402,2016-03-23,CR1847200,1218.0,447-202-5625,AA0104,35042.0,2.0,PS,AGENT,SHARON,09:47:24,09:59:43,00:12:19,2022-05-09 07:26:21.489688
403,2016-03-22,CR1844719,707.0,212-323-6386,AA0214,35046.0,1.0,PS,AGENT,BENSION,16:05:41,16:17:03,00:11:22,2022-05-02 02:29:23.489688
404,2016-03-21,CR1842420,160.0,708-775-5257,AA0105,35047.0,0.0,PS,AGENT,AVNI,16:43:16,16:49:41,00:06:25,2022-04-30 13:01:15.489688
405,2016-03-18,CR1838896,3818.0,617-152-2948,AA0106,35048.0,0.0,PS,AGENT,AVNI,15:45:59,15:54:28,00:08:29,2022-05-03 03:18:18.489688
406,2016-03-18,CR1839458,210.0,551-696-8238,AA0109,35049.0,2.0,NE,AGENT,ZOHARI,16:05:12,16:07:47,00:02:35,2022-05-09 05:10:46.489688
407,2016-03-18,CR1839901,2093.0,508-345-1895,AA0106,35050.0,0.0,PS,AGENT,MICHAL,14:27:26,14:38:00,00:10:34,2022-05-06 03:46:42.489688
408,2016-03-17,CR1836933,845.0,936-150-1941,AA0203,35051.0,0.0,NW,AGENT,DARMON,13:08:52,13:09:45,00:00:53,2022-05-10 23:03:12.489688
409,2016-03-17,CR1837085,747.0,591-921-4518,AA0109,35052.0,2.0,PS,AGENT,MORIAH,12:16:08,12:27:39,00:11:31,2022-05-02 04:03:45.489688
410,2016-03-16,CR1834990,9274.0,612-899-3664,AA0115,35053.0,0.0,PS,AGENT,DARMON,14:47:41,15:01:45,00:14:04,2022-05-09 18:49:58.489688
411,2016-03-16,CR1835194,1368.0,781-694-5236,AA0205,35054.0,1.0,PS,AGENT,KAZAV,10:59:06,11:16:08,00:17:02,2022-05-01 19:33:33.489688
412,2016-03-15,CR1832300,769.0,863-166-6167,AA0115,35055.0,0.0,PS,AGENT,MIKI,14:52:34,15:00:29,00:07:55,2022-05-01 18:20:18.489688
413,2016-03-14,CR1830837,2765.0,915-779-5619,AA0109,35056.0,1.0,PS,AGENT,SHLOMO,09:35:52,09:55:22,00:19:30,2022-05-10 07:03:11.489688
414,2016-03-14,CR1830442,3450.0,359-216-4841,AA0205,35057.0,2.0,PS,AGENT,AVIDAN,15:54:15,15:58:17,00:04:02,2022-05-08 10:16:33.489688
415,2016-03-14,CR1830801,10096.0,212-401-9289,AA0209,35058.0,2.0,PS,AGENT,KAZAV,16:23:23,16:33:53,00:10:30,2022-04-30 06:54:01.489688
416,2016-03-11,CR1828807,3221.0,807-180-9256,AA0215,35059.0,1.0,NE,AGENT,ZOHARI,12:51:15,13:05:31,00:14:16,2022-05-10 07:00:20.489688
417,2016-03-11,CR1828455,2571.0,640-195-3963,AA0213,35060.0,2.0,PS,AGENT,GILI,16:21:28,16:39:55,00:18:27,2022-05-09 23:43:17.489688
418,2016-03-09,CR1824694,1613.0,716-782-1638,AA0209,35061.0,2.0,PS,AGENT,STEREN,11:15:09,11:15:29,00:00:20,2022-05-08 17:58:48.489688
419,2016-03-09,CR1825368,4336.0,582-923-4671,AA0105,35062.0,2.0,PS,AGENT,SHARON,12:46:34,12:47:46,00:01:12,2022-05-03 08:03:46.489688
420,2016-03-09,CR1823835,736.0,212-649-4482,AA0106,35063.0,0.0,PS,AGENT,IDIT,15:59:33,16:03:14,00:03:41,2022-05-07 04:23:14.489688
421,2016-03-08,CR1823190,1576.0,284-110-2969,AA0115,35064.0,0.0,PS,AGENT,KAZAV,14:03:18,14:10:43,00:07:25,2022-05-09 03:00:38.489688
422,2016-03-08,CR1823406,2374.0,617-989-0719,AA0202,35065.0,2.0,PS,AGENT,MICHAL,11:13:35,11:29:03,00:15:28,2022-05-01 21:08:51.489688
423,2016-03-07,CR1820146,4399.0,228-907-7540,AA0115,35066.0,0.0,NW,AGENT,YIFAT,15:54:01,16:12:51,00:18:50,2022-05-08 22:33:32.489688
424,2016-03-04,CR1816094,1532.0,238-720-6554,AA0213,35067.0,2.0,PS,AGENT,ANAT,14:03:14,14:06:32,00:03:18,2022-05-05 13:45:35.489688
425,2016-03-03,CR1814954,4063.0,508-308-4360,AA0203,35068.0,2.0,PS,AGENT,SHARON,09:19:58,09:20:51,00:00:53,2022-05-09 23:59:14.489688
426,2016-03-03,CR1814959,2200.0,590-287-8306,AA0112,35069.0,2.0,TT,AGENT,KAZAV,09:23:31,09:35:20,00:11:49,2022-04-30 14:14:53.489688
427,2016-03-02,CR1812983,937.0,212-257-3735,AA0206,35070.0,0.0,PS,AGENT,MIKI,12:39:34,12:49:30,00:09:56,2022-05-07 20:55:07.489688
428,2016-03-01,CR1810770,4785.0,239-670-4769,AA0210,35071.0,0.0,PS,AGENT,NO_SERVER,12:03:48,12:09:05,00:05:17,2022-05-05 17:32:32.489688
429,2016-02-29,CR1808168,5379.0,781-857-3640,AA0102,35073.0,0.0,NW,AGENT,IDIT,11:06:11,11:18:22,00:12:11,2022-05-08 14:12:46.489688
430,2016-02-27,CR1806751,11976.0,377-222-2183,AA0109,35074.0,0.0,NE,AGENT,ELI,14:25:37,14:33:20,00:07:43,2022-05-04 09:37:12.489688
431,2016-02-26,CR1805701,3606.0,463-576-8017,AA0205,35075.0,1.0,PS,AGENT,YITZ,16:02:51,16:10:21,00:07:30,2022-05-04 08:41:13.489688
432,2016-02-25,CR1804285,1350.0,212-183-9939,AA0202,35076.0,2.0,PS,AGENT,SHARON,09:38:30,09:58:27,00:19:57,2022-05-04 17:02:21.489688
433,2016-02-25,CR1803958,4116.0,594-833-6445,AA0213,35077.0,0.0,PS,AGENT,ANAT,10:22:17,10:28:19,00:06:02,2022-05-06 03:05:39.489688
434,2016-02-25,CR1804597,1642.0,781-114-6366,AA0103,35078.0,1.0,PS,AGENT,AVNI,10:15:38,10:18:25,00:02:47,2022-05-07 15:57:49.489688
435,2016-02-24,CR1803145,4524.0,315-318-5357,AA0104,35080.0,1.0,PS,AGENT,STEREN,15:34:10,15:47:18,00:13:08,2022-05-07 06:49:39.489688
436,2016-02-23,CR1799554,4298.0,996-111-9372,AA0213,35081.0,2.0,PS,AGENT,SHARON,13:03:25,13:10:15,00:06:50,2022-05-02 19:07:56.489688
437,2016-02-23,CR1800919,1366.0,525-399-7364,AA0204,35082.0,2.0,PS,AGENT,MORIAH,12:11:57,12:25:34,00:13:37,2022-05-05 09:12:12.489688
438,2016-02-22,CR1797247,4707.0,508-895-2190,AA0103,35083.0,0.0,PS,AGENT,ANAT,13:30:56,13:40:02,00:09:06,2022-05-09 00:58:57.489688
439,2016-02-22,CR1798389,2261.0,400-686-0553,AA0202,35084.0,0.0,NW,AGENT,SHARON,14:14:02,14:24:59,00:10:57,2022-05-05 01:18:48.489688
440,2016-02-19,CR1795675,2195.0,530-337-0174,AA0113,35085.0,2.0,NE,AGENT,AVNI,10:34:00,10:42:15,00:08:15,2022-05-06 14:29:59.489688
441,2016-02-19,CR1795301,3621.0,511-244-0212,AA0115,35086.0,0.0,NW,AGENT,MIKI,14:04:06,14:05:35,00:01:29,2022-05-03 14:52:57.489688
442,2016-02-18,CR1793870,5224.0,586-243-4486,AA0115,35087.0,0.0,PS,AGENT,BENSION,16:55:35,17:12:50,00:17:15,2022-05-04 09:11:41.489688
443,2016-02-18,CR1792662,6481.0,212-076-1095,AA0104,35088.0,0.0,PS,AGENT,AVNI,10:21:14,10:25:42,00:04:28,2022-05-04 17:41:10.489688
444,2016-02-17,CR1791658,6342.0,651-907-6500,AA0104,35089.0,0.0,PS,AGENT,AVNI,16:57:24,17:10:34,00:13:10,2022-05-06 15:00:24.489688
445,2016-02-17,CR1791989,3852.0,563-310-1401,AA0214,35090.0,0.0,PS,AGENT,SHARON,14:32:46,14:47:21,00:14:35,2022-05-03 20:41:39.489688
446,2016-02-17,CR1791021,3541.0,413-513-8461,AA0201,35091.0,2.0,PS,AGENT,SHLOMO,15:33:18,15:44:55,00:11:37,2022-05-04 14:23:31.489688
447,2016-02-17,CR1789307,451.0,723-418-4078,AA0109,35092.0,0.0,NW,AGENT,MIKI,13:58:48,14:10:32,00:11:44,2022-04-30 12:03:03.489688
448,2016-02-17,CR1791561,1529.0,184-946-5589,AA0109,35093.0,2.0,PS,AGENT,SHARON,12:42:35,12:43:42,00:01:07,2022-05-10 03:39:33.489688
449,2016-02-16,CR1789100,4068.0,637-423-9611,AA0210,35094.0,0.0,NW,AGENT,YIFAT,13:53:02,13:55:46,00:02:44,2022-05-07 07:06:51.489688
450,2016-02-16,CR1789940,1336.0,212-936-0483,AA0210,35095.0,2.0,PS,AGENT,IDIT,10:04:18,10:19:11,00:14:53,2022-05-09 11:35:43.489688
451,2016-02-12,CR1786355,4524.0,315-318-5357,AA0107,35096.0,1.0,TT,AGENT,IDIT,09:41:03,09:44:33,00:03:30,2022-05-08 23:56:55.489688
452,2016-02-11,CR1784705,3629.0,713-412-9036,AA0102,35097.0,0.0,NW,AGENT,MIKI,11:30:58,11:45:47,00:14:49,2022-05-06 23:42:55.489688
453,2016-02-10,CR1782186,4540.0,978-977-9774,AA0205,35100.0,2.0,PS,AGENT,SHARON,10:06:16,10:14:31,00:08:15,2022-05-02 07:49:52.489688
454,2016-02-09,CR1779512,12051.0,213-809-7626,AA0102,35101.0,2.0,NE,AGENT,BASCH,12:41:30,12:43:30,00:02:00,2022-05-07 00:06:45.489688
455,2016-02-09,CR1780156,1811.0,212-475-9752,AA0215,35102.0,0.0,NW,AGENT,MORIAH,14:16:23,14:25:30,00:09:07,2022-05-02 03:18:14.489688
456,2016-02-04,CR1773665,1446.0,913-909-5355,AA0110,35105.0,0.0,PS,AGENT,AVIDAN,11:12:19,11:27:51,00:15:32,2022-05-10 20:35:37.489688
457,2016-02-03,CR1770754,809.0,253-195-5933,AA0209,35106.0,1.0,PS,AGENT,AVIDAN,14:22:24,14:24:41,00:02:17,2022-05-06 15:48:13.489688
458,2016-02-02,CR1769491,1192.0,163-100-9639,AA0213,35107.0,0.0,NW,AGENT,ZOHARI,13:10:46,13:14:58,00:04:12,2022-05-05 00:46:24.489688
459,2016-01-29,CR1764386,3882.0,650-075-0007,AA0109,35108.0,0.0,NW,AGENT,DORIT,13:24:41,13:25:42,00:01:01,2022-05-06 10:05:44.489688
460,2016-01-28,CR1761797,3555.0,373-686-1409,AA0209,35109.0,0.0,PS,AGENT,TOVA,16:40:44,16:50:57,00:10:13,2022-05-05 17:04:33.489688
461,2016-01-27,CR1760505,13640.0,944-841-4971,AA0205,35110.0,0.0,PS,AGENT,TOVA,15:52:05,15:59:38,00:07:33,2022-05-01 02:21:34.489688
462,2016-01-27,CR1760808,4652.0,300-424-8103,AA0101,35111.0,0.0,NW,AGENT,MORIAH,13:04:10,13:23:43,00:19:33,2022-05-06 08:28:55.489688
463,2016-01-27,CR1761445,10475.0,413-129-7278,AA0215,35112.0,0.0,NE,AGENT,ZOHARI,11:32:28,11:50:30,00:18:02,2022-05-04 09:28:21.489688
464,2016-01-25,CR1755680,2027.0,240-836-5112,AA0204,35113.0,0.0,NE,AGENT,SHARON,15:22:25,15:33:53,00:11:28,2022-05-08 11:18:20.489688
465,2016-01-25,CR1756553,4134.0,212-526-8214,AA0213,35114.0,0.0,PS,AGENT,AVIDAN,14:46:21,14:53:00,00:06:39,2022-05-06 11:37:33.489688
466,2016-01-25,CR1756863,1216.0,617-073-4821,AA0210,35115.0,1.0,PS,AGENT,DARMON,09:30:02,09:41:37,00:11:35,2022-05-04 22:53:18.489688
467,2016-01-22,CR1754761,1966.0,712-885-1562,AA0104,35116.0,0.0,PS,AGENT,KAZAV,10:22:23,10:24:40,00:02:17,2022-05-04 09:31:20.489688
468,2016-01-22,CR1753036,1915.0,351-930-7996,AA0213,35117.0,0.0,NW,AGENT,MICHAL,12:32:42,12:41:22,00:08:40,2022-05-09 02:58:51.489688
469,2016-01-21,CR1751982,602.0,617-410-5168,AA0104,35118.0,0.0,PS,AGENT,YITZ,11:11:32,11:25:06,00:13:34,2022-05-01 19:47:54.489688
470,2016-01-21,CR1751146,12324.0,948-280-0704,AA0214,35119.0,0.0,NW,AGENT,IDIT,11:02:16,11:15:10,00:12:54,2022-05-05 19:20:38.489688
471,2016-01-20,CR1750377,4529.0,652-722-6771,AA0202,35121.0,0.0,NW,AGENT,YITZ,11:12:34,11:12:49,00:00:15,2022-05-06 20:39:49.489688
472,2016-01-20,CR1749949,5873.0,267-635-5608,AA0215,35122.0,0.0,PS,AGENT,ZOHARI,11:54:55,12:00:08,00:05:13,2022-05-02 15:33:45.489688
473,2016-01-15,CR1745068,621.0,790-326-5177,AA0115,35123.0,2.0,PS,AGENT,BASCH,10:58:32,11:00:07,00:01:35,2022-04-30 10:57:33.489688
474,2016-01-14,CR1741083,1448.0,716-860-1608,AA0204,35124.0,0.0,PS,AGENT,MORIAH,09:49:45,10:04:57,00:15:12,2022-05-07 18:48:03.489688
475,2016-01-13,CR1742892,940.0,623-026-1533,AA0205,35125.0,0.0,PS,AGENT,IDIT,11:20:18,11:27:36,00:07:18,2022-05-09 09:18:16.489688
476,2016-01-13,CR1742871,49.0,492-103-4485,AA0102,35126.0,0.0,NW,AGENT,AVNI,14:48:30,15:07:37,00:19:07,2022-05-08 08:22:12.489688
477,2016-01-13,CR1742312,1260.0,508-827-1350,AA0209,35127.0,0.0,NW,AGENT,MORIAH,14:04:40,14:06:40,00:02:00,2022-05-07 20:21:39.489688
478,2016-01-13,CR1742444,6112.0,474-506-7854,AA0103,35128.0,0.0,NW,AGENT,YIFAT,12:00:59,12:12:02,00:11:03,2022-05-01 01:08:31.489688
479,2016-01-12,CR1737803,2726.0,212-305-5046,AA0105,35129.0,0.0,NW,AGENT,MIKI,15:03:43,15:06:54,00:03:11,2022-05-06 10:09:37.489688
480,2016-01-12,CR1737813,2186.0,508-340-2277,AA0110,35131.0,0.0,PS,AGENT,ANAT,10:38:48,10:48:08,00:09:20,2022-05-02 23:31:21.489688
481,2016-01-12,CR1737765,1673.0,508-379-6932,AA0202,35132.0,0.0,NW,AGENT,BENSION,16:38:15,16:43:09,00:04:54,2022-05-06 17:32:51.489688
482,2016-01-11,CR1736566,3925.0,770-934-4149,AA0206,35133.0,2.0,PS,AGENT,YITZ,14:29:57,14:47:07,00:17:10,2022-05-10 02:13:26.489688
483,2016-01-08,CR1734751,4504.0,157-880-3295,AA0214,35135.0,2.0,PS,AGENT,AVNI,16:30:41,16:34:22,00:03:41,2022-05-01 16:35:08.489688
484,2016-01-08,CR1731630,12344.0,184-509-6210,AA0204,35136.0,0.0,NE,AGENT,ZOHARI,10:42:33,10:50:41,00:08:08,2022-05-02 17:45:33.489688
485,2016-01-07,CR1731727,2119.0,404-905-9000,AA0115,35137.0,0.0,PS,AGENT,DARMON,11:10:08,11:20:47,00:10:39,2022-05-10 21:03:08.489688
486,2016-01-04,CR1726351,1901.0,631-072-7793,AA0214,35139.0,1.0,PS,AGENT,TOVA,13:09:06,13:18:04,00:08:58,2022-05-01 01:19:26.489688
487,2016-01-04,CR1725868,3929.0,955-203-4261,AA0215,35140.0,0.0,PS,AGENT,NO_SERVER,12:24:34,12:33:11,00:08:37,2022-05-01 14:56:11.489688
488,2015-12-31,CR1724373,322.0,103-492-9893,AA0204,35141.0,1.0,PS,AGENT,IDIT,16:10:12,16:14:29,00:04:17,2022-05-05 16:34:52.489688
489,2015-12-31,CR1723324,4124.0,297-691-6625,AA0102,35142.0,0.0,PS,AGENT,AVNI,09:32:10,09:44:11,00:12:01,2022-04-30 02:53:43.489688
490,2015-12-31,CR1723704,762.0,305-963-7179,AA0109,35143.0,2.0,NE,AGENT,ZOHARI,10:39:26,10:49:02,00:09:36,2022-05-10 16:16:13.489688
491,2015-12-31,CR1724079,4635.0,975-360-3055,AA0204,35144.0,0.0,PS,AGENT,DORIT,10:08:35,10:26:24,00:17:49,2022-05-06 22:41:33.489688
492,2015-12-30,CR1721831,4576.0,103-508-0451,AA0101,35145.0,0.0,PS,AGENT,KAZAV,16:42:04,16:55:27,00:13:23,2022-05-03 20:19:26.489688
493,2015-12-30,CR1721759,2405.0,832-945-3518,AA0203,35146.0,0.0,NE,AGENT,NAAMA,14:45:15,15:05:14,00:19:59,2022-05-07 11:01:12.489688
494,2015-12-29,CR1720544,3331.0,280-084-9010,AA0201,35147.0,2.0,PS,AGENT,YITZ,13:58:02,14:18:10,00:20:08,2022-05-01 23:14:25.489688
495,2015-12-28,CR1719135,3877.0,782-548-4080,AA0213,35148.0,0.0,PS,AGENT,DORIT,09:02:24,09:06:46,00:04:22,2022-05-05 02:48:14.489688
496,2015-12-24,CR1716531,799.0,428-598-3924,AA0102,35149.0,2.0,PS,AGENT,YITZ,09:27:30,09:37:23,00:09:53,2022-05-07 09:37:52.489688
497,2015-12-24,CR1715998,3848.0,900-587-9306,AA0206,35150.0,0.0,PS,AGENT,MICHAL,16:51:56,17:10:57,00:19:01,2022-05-07 05:33:14.489688
498,2015-12-24,CR1714350,4562.0,949-455-4814,AA0104,35151.0,0.0,PS,AGENT,YITZ,11:30:07,11:43:55,00:13:48,2022-05-03 21:06:59.489688
499,2015-12-21,CR1710228,6042.0,523-783-5828,AA0213,35153.0,1.0,PS,AGENT,GILI,10:21:52,10:40:22,00:18:30,2022-04-30 03:59:25.489688
500,2015-12-21,CR1709931,2988.0,869-628-6012,AA0206,35154.0,0.0,NW,AGENT,ZOHARI,12:12:42,12:17:32,00:04:50,2022-05-09 15:28:31.489688
501,2015-12-18,CR1709512,9641.0,751-672-5553,AA0102,35155.0,1.0,PS,AGENT,TOVA,11:43:43,11:47:32,00:03:49,2022-05-10 22:50:40.489688
502,2015-12-18,CR1708095,2760.0,601-853-1510,AA0203,35157.0,2.0,PS,AGENT,AVIDAN,10:43:26,10:45:24,00:01:58,2022-05-06 11:17:11.489688
503,2015-12-18,CR1708746,4528.0,463-191-1159,AA0106,35158.0,1.0,NE,AGENT,YITZ,15:41:00,15:42:11,00:01:11,2022-05-04 05:10:39.489688
504,2015-12-18,CR1708760,1838.0,456-252-6384,AA0109,35159.0,0.0,PS,AGENT,DARMON,16:13:02,16:21:42,00:08:40,2022-05-01 07:59:53.489688
505,2015-12-17,CR1706630,1936.0,325-745-9314,AA0213,35161.0,1.0,PS,AGENT,MORIAH,11:06:26,11:18:33,00:12:07,2022-05-06 06:20:21.489688
506,2015-12-16,CR1707167,1749.0,716-219-5759,AA0108,35162.0,0.0,TT,AGENT,ANAT,09:32:05,09:46:35,00:14:30,2022-05-08 01:19:01.489688
507,2015-12-16,CR1707326,12181.0,212-628-5234,AA0209,35163.0,0.0,NW,AGENT,MICHAL,10:16:11,10:29:55,00:13:44,2022-05-08 08:45:25.489688
508,2015-12-15,CR1697075,3500.0,934-693-6070,AA0203,35164.0,0.0,NW,AGENT,IDIT,09:53:38,10:03:39,00:10:01,2022-04-30 04:28:18.489688
509,2015-12-15,CR1697033,1967.0,212-740-9349,AA0202,35165.0,0.0,NW,AGENT,SHARON,16:34:02,16:38:58,00:04:56,2022-05-05 11:36:05.489688
510,2015-12-15,CR1696972,13556.0,972-899-2655,AA0103,35166.0,2.0,NE,AGENT,DARMON,11:54:26,11:59:34,00:05:08,2022-05-02 03:48:15.489688
