,loan_id,funded_amount,funded_date,duration_years,duration_months,10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale,event_timestamp
401,LL0000122,1880000.0,2017-07-05,15,180,2.3232,3.621,0.03621,13551.78,29,1486998.39,2105500.0,commerical property,Riley,Anderson,Salcedo,571-13-8541,364-323-9937,Professor,4,04 TAX CLASS 1 CONDOS,1C,R6,2068 FIFTH AVENUE,2,10108,New York City,NY,1,,,1,2022-05-05 00:31:55.227404
402,LL0001386,1780000.0,2012-01-23,30,360,2.09,3.688,0.03688,8180.96,95,1002808.75,2105000.0,home,Kevin,Matteo,Banuelos,569-68-9944,351-684-7394,Managing Director,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,106 WEST 123 STREET,1,10003,New York City,NY,1,,,2,2022-05-05 05:34:43.227404
403,LL0000201,1848000.0,2016-01-14,30,360,2.1,3.698,0.03698,8503.94,47,1448314.86,2100400.0,commerical property,Margot,Melina,Horn,775-20-1176,692-396-1893,Captian,7,14 RENTALS - 4-10 UNIT,2A,S9,217 COVERT STREET,4,10278,New York City,NY,6,2525.0,5625.0,2,2022-04-30 17:02:55.227404
404,LL0001281,1908000.0,2012-10-06,30,360,1.75,3.348,0.03348,8406.71,86,1185023.32,2100150.0,home,Phoenix,Ace,Abreu,513-33-9323,293-474-2911,Executive Director,8,04 TAX CLASS 1 CONDOS,1C,R6,382 BERGEN STREET,1,10025,New York City,NY,1,0.0,0.0,1,2022-05-08 21:01:11.227404
405,LL0001318,2004000.0,2014-10-14,15,180,2.21,3.508,0.03508,14334.12,62,1115284.54,2099250.0,home,Dakota,Quinn,Reeves,819-37-7357,266-796-1420,Partner,14,13 CONDOS - ELEVATOR APARTMENTS,2,R4,50 WEST STREET,33B,10107,New York City,NY,1,,,2,2022-04-30 19:01:30.227404
406,LL0001033,1840000.0,2015-09-27,30,360,2.17,3.768,0.03768,8540.13,51,1404453.3,2097850.0,commerical property,Abigail,Amelia,Hodge,334-72-3216,907-144-3613,Associate Dentist,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,263 1ST STREET,1,10168,New York City,NY,1,0.0,0.0,2,2022-05-01 23:34:00.227404
407,LL0001182,2028000.0,2016-04-17,30,360,1.76,3.358,0.03358,8946.64,44,1634347.92,2095700.0,investment property,Aiden,Noah,Jones,748-04-1133,278-185-2475,Director,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,239 CARLTON AVENUE,2,10024,New York City,NY,1,0.0,0.0,2,2022-05-08 09:48:27.227404
408,LL0000155,1790000.0,2013-02-14,30,360,2.0,3.598,0.03598,8136.14,82,1122836.5,2095600.0,commerical property,Anderson,Karson,Richard,625-56-8809,607-026-8842,Anesthesiologist,17,07 RENTALS - WALKUP APARTMENTS,2A,C2,481 CHAUNCEY STREET,6,10177,New York City,NY,6,2583.0,5657.0,2,2022-04-30 00:43:46.227404
409,LL0001262,1860000.0,2013-10-10,30,360,2.71,4.308,0.04308,9213.35,74,1178212.22,2093700.0,investment property,Peter,Beau,Johnston,727-57-6990,411-611-8843,Sales,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,706 UNION STREET,1,10123,New York City,NY,1,0.0,0.0,2,2022-05-01 04:44:08.227404
410,LL0001560,1824000.0,2015-03-11,30,360,2.11,3.708,0.03708,8403.82,57,1344982.43,2091850.0,home,Jameson,Jayce,Campos,831-77-0652,725-132-3040,Real Estate Agent,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,261 1ST ST,1,10101,New York City,NY,1,0.0,0.0,2,2022-05-05 17:12:12.227404
411,LL0001345,1810000.0,2014-06-12,30,360,2.58,4.178,0.04178,8827.99,66,1227352.98,2091450.0,commerical property,Oscar,Arthur,Hitchcock,959-02-8065,667-407-0219,"Director, Mergers & Acquisitions",11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,461 WASHINGTON AVENUE,2,10010,New York City,NY,1,0.0,0.0,2,2022-04-30 04:45:40.227404
412,LL0001125,1908000.0,2016-07-14,15,180,1.53,2.828,0.02828,13019.04,41,1374219.47,2091300.0,investment property,Jessie,Mia,Callahan,535-52-9295,681-558-2376,Sales,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,461 WASHINGTON AVENUE,3,10185,New York City,NY,1,0.0,0.0,2,2022-05-01 15:08:35.227404
413,LL0001630,1820000.0,2015-02-19,30,360,2.11,3.708,0.03708,8385.39,58,1333647.52,2088850.0,investment property,Penelope,Carolina,Wright,198-50-1692,483-605-9153,Owner,10,07 RENTALS - WALKUP APARTMENTS,2A,C3,121 ALBANY AVENUE,4,10024,New York City,NY,4,1553.0,3140.0,2,2022-05-07 04:29:48.227404
414,LL0000469,1800000.0,2014-02-13,30,360,2.73,4.328,0.04328,8937.31,70,1174388.64,2087400.0,investment property,Angelo,Shane,Contreras,207-70-3921,654-276-1949,Certified Registered Nurse Anesthetist,15,07 RENTALS - WALKUP APARTMENTS,2A,C3,3399 12TH AVENUE,4,10007,New York City,NY,4,2375.0,3280.0,2,2022-05-02 19:17:59.227404
415,LL0000304,1840000.0,2016-05-03,30,360,1.81,3.408,0.03408,8168.22,43,1488766.59,2086900.0,investment property,Colton,Grayson,Escamilla,472-32-3198,511-270-4196,President,16,14 RENTALS - 4-10 UNIT,2A,S4,562 WILSON AVENUE,4,10129,New York City,NY,5,1875.0,4125.0,2,2022-05-04 01:49:39.227404
416,LL0001404,1840000.0,2016-05-08,30,360,1.79,3.388,0.03388,8147.82,43,1489643.88,2086650.0,commerical property,Lauryn,Bridget,Roman,889-94-1946,751-111-8152,Director of Investment Sales and leasing,11,07 RENTALS - WALKUP APARTMENTS,2,C1,775 ST JOHNS PLACE,16,10121,New York City,NY,16,5000.0,17200.0,2,2022-05-01 05:02:17.227404
417,LL0001220,1850000.0,2017-01-19,30,360,2.4739,4.072,0.04072,8909.15,35,1538179.87,2083850.0,commerical property,Makenzie,Izabella,Riley,466-51-2786,308-356-0731,Physician,5,04 TAX CLASS 1 CONDOS,1C,R6,207 WYCKOFF STREET,1,10060,New York City,NY,1,0.0,0.0,1,2022-05-06 19:47:15.227404
418,LL0001731,1860000.0,2017-09-03,30,360,2.1657,3.764,0.03764,8628.73,27,1627024.22,2082500.0,commerical property,Cayden,Andy,Parrott,760-39-1364,685-061-5448,owner,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,273 WATER STREET,2,10055,New York City,NY,1,,,2,2022-05-02 14:54:13.227404
419,LL0000429,1780000.0,2013-04-23,30,360,1.74,3.338,0.03338,7832.9,80,1153367.83,2082200.0,commerical property,Raelynn,Arya,Ryan,910-27-5076,487-648-8587,Complex manager,12,01 ONE FAMILY DWELLINGS,1,A9,99 DOUGLASS STREET,3,10090,New York City,NY,1,2000.0,2280.0,1,2022-05-10 13:52:00.227404
420,LL0001150,2004000.0,2019-02-23,30,360,2.65,4.248,0.04248,9856.13,10,1905438.71,2079600.0,commerical property,Finn,Peter,Riley,217-36-1459,318-145-0467,Partner,4,14 RENTALS - 4-10 UNIT,2B,S9,1222 ROGERS AVE,20,10162,New York City,NY,10,2000.0,7400.0,2,2022-04-30 04:56:49.227404
421,LL0001383,1830000.0,2013-02-13,30,360,2.05,3.648,0.03648,8369.45,82,1143705.37,2075650.0,commerical property,Juniper,Braelyn,Juarez,870-60-6034,363-232-9348,Captain A-330,2,04 TAX CLASS 1 CONDOS,1C,R6,184 RUSSELL STREET,1,10120,New York City,NY,1,0.0,0.0,1,2022-05-05 21:20:24.227404
422,LL0001732,1968000.0,2017-06-18,30,360,2.1514,3.749,0.03749,9113.0,30,1694610.06,2074350.0,investment property,Olivia,Emma,Leonard,425-68-4710,877-658-9031,Sr. Director of Sales,12,07 RENTALS - WALKUP APARTMENTS,2A,C2,202 HULL STREET,6,10101,New York City,NY,6,2500.0,4875.0,2,2022-05-04 16:17:01.227404
423,LL0000683,1880000.0,2019-04-06,15,180,2.5,3.798,0.03798,13716.59,8,1770267.24,2073500.0,home,Eliza,Lila,Herrera,303-24-3220,451-975-3829,Divisional Sales Manager,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,564 HENRY STREET,1,10020,New York City,NY,1,0.0,0.0,2,2022-05-04 11:23:40.227404
424,LL0001426,1860000.0,2014-12-04,30,360,2.25,3.848,0.03848,8717.71,60,1336937.47,2072700.0,home,Zachary,Mateo,Ross,989-64-1426,402-164-2725,Owner,15,04 TAX CLASS 1 CONDOS,1A,R3,143-25A ROOSEVELT AVENUE,2,10107,New York City,NY,1,,,1,2022-05-02 17:53:30.227404
425,LL0000995,1840000.0,2017-03-03,30,360,2.478,4.076,0.04076,8865.25,33,1547446.69,2071700.0,home,Destiny,Alexandria,Spencer,520-80-5600,617-292-7566,prof,7,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,172 STERLING PLACE,6,10081,New York City,NY,1,0.0,0.0,2,2022-05-02 08:08:55.227404
426,LL0000198,1860000.0,2018-04-20,15,180,2.96,4.258,0.04258,13999.91,20,1580001.79,2071050.0,investment property,Josie,Lyric,Hanson,818-53-3942,238-967-1127,Vice President,2,07 RENTALS - WALKUP APARTMENTS,2A,C2,326 PROSPECT AVENUE,6,10020,New York City,NY,6,2508.0,3900.0,2,2022-05-07 18:41:06.227404
427,LL0000950,2028000.0,2017-09-10,30,360,2.0507,3.649,0.03649,9276.14,27,1777544.31,2070150.0,home,Erick,Jayceon,Fowler,619-50-5512,633-443-3796,CEO,7,07 RENTALS - WALKUP APARTMENTS,2A,C2,328 PROSPECT AVENUE,6,10109,New York City,NY,6,2508.0,3900.0,2,2022-05-07 07:16:05.227404
428,LL0000260,1944000.0,2013-04-13,30,360,1.75,3.348,0.03348,8565.32,80,1258774.19,2066700.0,commerical property,Owen,Carter,Hutson,935-00-2249,337-212-5367,Physician,3,13 CONDOS - ELEVATOR APARTMENTS,2,R4,100 RIVERSIDE BOULEVARD,10K,10044,New York City,NY,1,,,2,2022-05-06 22:47:30.227404
429,LL0000841,1872000.0,2015-12-13,30,360,2.13,3.728,0.03728,8646.17,48,1456983.79,2066000.0,home,Matthew,Daniel,Barber,892-13-7820,344-290-3372,VP Sales,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,251 WEST 89TH   STREET,10C,10024,New York City,NY,1,,,2,2022-05-07 09:01:57.227404
430,LL0000845,1824000.0,2013-05-04,30,360,1.78,3.378,0.03378,8066.86,79,1186717.73,2065650.0,home,Eloise,Miriam,Fuller,875-66-3894,601-232-5499,Executive Director,3,04 TAX CLASS 1 CONDOS,1C,R6,570 BERGEN STREET,1,10003,New York City,NY,1,0.0,0.0,1,2022-05-01 08:15:59.227404
431,LL0000581,1944000.0,2013-05-27,30,360,2.01,3.608,0.03608,8847.05,79,1245083.3,2064500.0,home,Kennedi,Angelica,Gross,389-94-5862,712-403-4486,Physician,1,13 CONDOS - ELEVATOR APARTMENTS,2,R4,389 EAST 89TH   STREET,10C,10110,New York City,NY,1,,,2,2022-05-08 12:39:24.227404
432,LL0001607,1850000.0,2014-12-13,30,360,2.1,3.698,0.03698,8513.14,60,1339211.44,2062250.0,investment property,Siena,Isabella,Brennan,314-53-5528,460-102-5035,Senior International Trade Advisor,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,166 DECATUR STREET,4,10045,New York City,NY,4,1842.0,2530.0,2,2022-05-02 07:43:38.227404
433,LL0000653,1836000.0,2017-07-02,30,360,2.3037,3.902,0.03902,8661.93,29,1584803.97,2061650.0,investment property,Jake,Nicolas,Andrews,348-59-4087,289-155-3685,Financial advisor,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,223 NORTH 11 STREET,4,10010,New York City,NY,1,0.0,0.0,2,2022-05-01 03:35:57.227404
434,LL0000517,1956000.0,2014-04-01,30,360,2.77,4.368,0.04368,9757.95,69,1282701.76,2061050.0,commerical property,Spencer,Zander,Garrett,594-01-8882,955-402-7842,HR Director,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,251 WEST 123RD STREET,3,10080,New York City,NY,1,,,2,2022-05-01 09:49:39.227404
435,LL0001170,1840000.0,2017-11-02,15,180,2.345,3.643,0.03643,13283.43,25,1507914.24,2059500.0,investment property,Addilyn,Camilla,Terry,815-14-4465,642-739-5244,owner,7,04 TAX CLASS 1 CONDOS,1C,R6,401 10TH   STREET,1,10017,New York City,NY,1,0.0,0.0,1,2022-05-01 20:01:40.227404
436,LL0000924,1830000.0,2014-01-04,30,360,3.01,4.608,0.04608,9390.14,71,1163299.83,2059400.0,investment property,Romeo,Muhammad,Wiley,338-13-9212,578-498-5894,Attorney,5,07 RENTALS - WALKUP APARTMENTS,2A,C3,731 40TH STREET,4,10150,New York City,NY,4,2504.0,5200.0,2,2022-05-05 11:57:24.227404
437,LL0001504,1800000.0,2015-09-03,30,360,2.18,3.778,0.03778,8364.71,51,1373400.03,2059050.0,commerical property,Saylor,Caitlin,Vincent,214-09-2307,802-915-2584,Senior Litigation Partner,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,79 EAGLE STREET,2,10001,New York City,NY,1,0.0,0.0,2,2022-05-10 19:05:29.227404
438,LL0000279,1908000.0,2015-01-06,30,360,1.97,3.568,0.03568,8640.36,59,1398218.71,2059050.0,investment property,Kelsey,Carmen,Warner,242-75-4104,986-522-1040,Consumer senior manager,4,04 TAX CLASS 1 CONDOS,1C,R6,156 CONOVER STREET,3,10045,New York City,NY,1,0.0,0.0,1,2022-05-06 20:17:12.227404
439,LL0000254,1968000.0,2015-02-20,30,360,2.13,3.728,0.03728,9089.56,58,1440805.26,2056800.0,home,Willa,Cassandra,Sparks,516-18-7012,605-122-9108,President/Owner,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,158 INDIA STREET,8,10102,New York City,NY,1,0.0,0.0,2,2022-05-06 10:41:48.227404
440,LL0000831,1740000.0,2012-07-20,15,180,1.49,2.788,0.02788,11839.51,89,686284.02,2056050.0,investment property,Brantley,Vincent,Arreola,727-98-5929,708-380-3479,"Senior Director, Sales Operations",14,07 RENTALS - WALKUP APARTMENTS,2A,C2,107 CORNELIA ST,6,10163,New York City,NY,6,1875.0,4500.0,2,2022-05-06 12:27:42.227404
441,LL0001695,1764000.0,2013-12-16,30,360,2.89,4.488,0.04488,8925.36,72,1121374.39,2054350.0,home,Andre,Martin,Curtis,746-82-0199,634-770-7068,Senior Vice President,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,152 BROADWAY,4,10009,New York City,NY,1,0.0,0.0,2,2022-05-06 14:52:03.227404
442,LL0000639,1790000.0,2015-06-09,15,180,2.42,3.718,0.03718,12988.88,54,1088600.32,2053350.0,investment property,Rebekah,Lilian,Cabrera,266-32-8500,520-449-8023,Broker,10,07 RENTALS - WALKUP APARTMENTS,2A,C3,101 BAY 40TH STREET,4,10106,New York City,NY,4,1901.0,2480.0,2,2022-05-06 08:00:00.227404
443,LL0000358,1800000.0,2016-01-20,30,360,2.01,3.608,0.03608,8191.71,47,1414989.63,2052100.0,commerical property,Zara,Sarai,Manning,183-84-3795,203-326-2214,Union Official,3,03 THREE FAMILY DWELLINGS,1,C0,1321 41ST STREET,6,10174,New York City,NY,3,2003.0,4200.0,1,2022-05-02 06:11:29.227404
444,LL0000071,1900000.0,2015-01-21,30,360,1.87,3.468,0.03468,8497.95,59,1398621.18,2050300.0,commerical property,Mckenzie,Jordyn,Gordon,484-91-9261,741-582-6170,Financial Advisor,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,970 PARK PLACE,3,10005,New York City,NY,4,2540.0,3680.0,2,2022-05-02 16:34:16.227404
445,LL0001635,1860000.0,2019-07-05,30,360,2.04,3.638,0.03638,8496.17,5,1817519.15,2049000.0,commerical property,Logan,Emely,Rodgers,324-51-2928,443-553-3014,Commercial Banking,14,14 RENTALS - 4-10 UNIT,2B,S9,1240 HANCOCK STREET,5,10043,New York City,NY,7,1720.0,3920.0,2,2022-05-04 03:18:29.227404
446,LL0000693,1780000.0,2015-03-06,30,360,2.24,3.838,0.03838,8332.59,57,1305042.21,2048100.0,investment property,Mariam,Janiyah,Houston,451-13-6112,409-216-8155,Sales,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,39 JEFFERSON AVE,4,10007,New York City,NY,4,1600.0,2400.0,2,2022-05-09 00:42:24.227404
447,LL0000774,1788000.0,2015-09-22,30,360,2.14,3.738,0.03738,8268.34,51,1366314.84,2046100.0,commerical property,Wesley,Cody,Irving,244-84-6589,899-447-2267,SVP Head of Executive Office,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,340 EAST 64TH   STREET,10C,10018,New York City,NY,1,,,2,2022-05-03 03:50:02.227404
448,LL0000263,1810000.0,2013-10-09,30,360,2.68,4.278,0.04278,8933.81,74,1148898.31,2043750.0,investment property,Kameron,Gage,Montgomery,918-35-9604,682-138-0812,Tax Director,18,43 CONDO OFFICE BUILDINGS,4,RB,39TH   AVENUE,10C,10033,New York City,NY,1,,,4,2022-05-08 08:40:25.227404
449,LL0000684,1830000.0,2018-02-26,30,360,2.86,4.458,0.04458,9226.73,22,1627011.97,2043700.0,investment property,Lincoln,Connor,Vincent,560-16-2956,207-584-7775,AVP & Actuary,8,07 RENTALS - WALKUP APARTMENTS,2A,C2,620 EAST 17TH STREET,6,10249,New York City,NY,6,4000.0,6200.0,2,2022-05-02 10:02:19.227404
450,LL0000816,1908000.0,2019-02-28,30,360,2.73,4.328,0.04328,9473.54,10,1813264.56,2043350.0,commerical property,Nicholas,Colton,Peterson,612-11-6663,640-751-5150,sales,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,686 ST JOHNS PLACE,1,10281,New York City,NY,1,0.0,0.0,2,2022-05-03 23:49:04.227404
451,LL0001659,1900000.0,2018-10-11,30,360,3.14,4.738,0.04738,9897.56,14,1761434.14,2042350.0,home,Malachi,Joel,Meyer,173-67-7516,251-671-0741,Senior sales,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,350 DEGRAW STREET,3,10112,New York City,NY,1,0.0,0.0,2,2022-05-03 21:38:11.227404
452,LL0001495,2028000.0,2019-05-17,30,360,2.39,3.988,0.03988,9667.96,7,1960324.3,2039450.0,home,Calvin,Donovan,Echols,567-04-0276,989-020-7190,Exec Director Medical Economics,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,265 1ST ST,2,10022,New York City,NY,1,0.0,0.0,2,2022-05-01 17:40:14.227404
453,LL0001183,1896000.0,2015-07-13,30,360,2.44,4.038,0.04038,9093.38,53,1414050.87,2037650.0,investment property,Kendrick,Quinn,Brennan,565-18-4869,709-338-3755,Senior Pastor,2,04 TAX CLASS 1 CONDOS,1C,R6,814 DEAN STREET,2,10105,New York City,NY,1,0.0,0.0,1,2022-05-05 09:41:30.227404
454,LL0001361,1848000.0,2019-06-26,30,360,2.05,3.648,0.03648,8451.77,6,1797289.39,2037450.0,investment property,Alexander,Harrison,Nugent,246-29-6783,297-007-9552,CIO,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,116 3RD  PLACE,4,10123,New York City,NY,1,0.0,0.0,2,2022-05-10 03:00:38.227404
455,LL0000317,2028000.0,2019-07-25,15,180,2.08,3.378,0.03378,14376.62,5,1956116.89,2036000.0,commerical property,Juan,Roman,Felton,295-52-9836,379-618-4365,Physician,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,315 CLINTON AVENUE,7,10112,New York City,NY,1,0.0,0.0,2,2022-04-30 11:02:25.227404
456,LL0000495,1720000.0,2012-07-25,30,360,1.43,3.028,0.03028,7277.59,89,1072294.57,2035800.0,commerical property,Giovanni,Rylan,Jack,584-13-9890,617-405-1340,Anesthesiologist,7,12 CONDOS - WALKUP APARTMENTS,2,R2,55 ENGERT AVENUE,3,10175,New York City,NY,1,0.0,0.0,2,2022-05-02 13:06:45.227404
457,LL0001014,1788000.0,2013-01-14,30,360,1.89,3.488,0.03488,8016.95,83,1122593.41,2035150.0,home,Julian,Luca,Lo,654-20-8694,997-608-8087,Endodontist,14,04 TAX CLASS 1 CONDOS,1C,R6,144 ST. JOHNS PLACE,3,10039,New York City,NY,1,0.0,0.0,1,2022-05-05 15:13:39.227404
458,LL0001145,1840000.0,2015-11-24,30,360,2.24,3.838,0.03838,8613.47,49,1417940.13,2034950.0,home,Xavier,Nicolas,Kaminski,796-67-7024,951-667-7274,Chief Technology Office,9,13 CONDOS - ELEVATOR APARTMENTS,2,R4,350 WEST 57TH STREET,10I,10034,New York City,NY,1,,,2,2022-05-06 04:21:57.227404
459,LL0001469,1872000.0,2014-06-11,30,360,2.65,4.248,0.04248,9206.92,66,1264343.08,2033500.0,commerical property,Alaia,Emma,Macias,271-85-7269,970-051-7007,Director,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,473 HICKS STREET,3,10105,New York City,NY,1,0.0,0.0,2,2022-05-10 07:06:59.227404
460,LL0001066,1968000.0,2016-09-13,30,360,1.7271,3.325,0.03325,8646.08,39,1630802.98,2028250.0,home,Rowan,Enzo,Merchant,399-49-0455,394-298-7174,Senior Account Consultant,2,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,R8,142 PROSPECT PARK WEST,1,10055,New York City,NY,1,0.0,0.0,2,2022-05-07 21:37:33.227404
461,LL0000907,1752000.0,2014-10-17,30,360,2.22,3.818,0.03818,8181.54,62,1244744.8,2027100.0,investment property,Quinn,Abigail,Perry,634-15-4681,658-536-6352,Director National Security,4,13 CONDOS - ELEVATOR APARTMENTS,2,R4,330 EAST 38TH STREET,11E,10080,New York City,NY,1,,,2,2022-05-05 07:16:54.227404
462,LL0000730,1890000.0,2012-08-01,30,360,1.56,3.158,0.03158,8130.27,89,1166405.93,2025450.0,investment property,Jase,Kaden,Payne,488-12-8624,981-843-3087,teacher,18,04 TAX CLASS 1 CONDOS,1A,R3,143-31A ROOSEVELT AVENUE,8,10018,New York City,NY,1,,,1,2022-05-10 18:28:50.227404
463,LL0000640,1980000.0,2017-07-19,30,360,2.2696,3.868,0.03868,9302.77,29,1710219.72,2024800.0,home,Lily,Leia,Clark,388-88-6720,602-654-6991,CEO,15,13 CONDOS - ELEVATOR APARTMENTS,2,R4,200 RECTOR PLACE,11E,10023,New York City,NY,1,,,2,2022-05-03 06:03:52.227404
464,LL0000324,1860000.0,2014-04-11,30,360,2.63,4.228,0.04228,9126.14,68,1239422.33,2024550.0,commerical property,Karlee,Isabella,Jefferson,395-05-3380,729-959-0611,Partner,14,07 RENTALS - WALKUP APARTMENTS,2A,C3,8409 14TH AVENUE,4,10016,New York City,NY,4,2650.0,3120.0,2,2022-05-09 07:34:39.227404
465,LL0000760,1788000.0,2016-12-05,30,360,2.3941,3.992,0.03992,8527.94,36,1480994.12,2024100.0,investment property,Zayden,Emilio,Kruger,202-25-1285,212-591-5865,Sales Manager,3,13 CONDOS - ELEVATOR APARTMENTS,2,R4,25 MERCER STREET,4,10095,New York City,NY,1,,,2,2022-04-30 23:59:34.227404
466,LL0001015,1850000.0,2017-03-02,30,360,2.4779,4.076,0.04076,8913.43,33,1555856.73,2021750.0,commerical property,Haven,Veronica,Schwartz,752-76-6173,715-139-9418,Site Reliability Engineer,13,04 TAX CLASS 1 CONDOS,1C,R6,113 ST MARKS PLACE,3,10006,New York City,NY,1,0.0,0.0,1,2022-05-05 22:54:02.227404
467,LL0000836,1890000.0,2019-06-14,30,360,2.09,3.688,0.03688,8686.53,6,1837880.85,2020050.0,home,Remington,Lane,Barnett,599-15-9351,376-531-1883,Manage,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,79 EAGLE STREET,7,10012,New York City,NY,1,0.0,0.0,2,2022-05-01 09:03:11.227404
468,LL0000910,1824000.0,2015-12-15,30,360,2.28,3.878,0.03878,8580.25,48,1412147.78,2017900.0,investment property,Omar,Jake,Lloyd,508-05-8250,732-370-0486,Shareholder,1,07 RENTALS - WALKUP APARTMENTS,2A,C2,549 MCDONALD AVENUE,6,10044,New York City,NY,6,2958.0,4929.0,2,2022-05-05 11:09:39.227404
469,LL0000408,1820000.0,2015-12-16,30,360,2.3,3.898,0.03898,8582.28,48,1408050.75,2013850.0,home,Matteo,Amir,Grant,924-99-3260,924-061-5427,Consultant,16,04 TAX CLASS 1 CONDOS,1A,R3,74 ADELPHI STREET,3,10176,New York City,NY,1,0.0,0.0,1,2022-05-07 01:40:01.227404
470,LL0000790,1890000.0,2013-05-09,30,360,1.81,3.408,0.03408,8390.18,79,1227175.68,2011400.0,home,Oakley,Danica,Garrison,715-65-5391,831-251-0326,Executive,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,543 DEAN STREET,4,10114,New York City,NY,1,0.0,0.0,2,2022-05-07 02:53:11.227404
471,LL0001568,1700000.0,2012-10-21,30,360,1.79,3.388,0.03388,7527.87,86,1052602.82,2011400.0,investment property,Karina,Lilian,Harrington,967-98-3701,251-849-6645,Advisor,12,31 COMMERCIAL VACANT LAND,4,V1,189 MONTAGUE STREET,5,10113,New York City,NY,1,10000.0,0.0,4,2022-05-06 18:45:24.227404
472,LL0000942,1716000.0,2013-09-11,30,360,2.93,4.528,0.04528,8723.29,75,1061753.08,2011150.0,investment property,Spencer,Drew,Chau,353-93-2674,701-714-2915,Engagement Director,2,07 RENTALS - WALKUP APARTMENTS,2A,C2,515 WILSON AVENUE,6,10016,New York City,NY,6,2700.0,4860.0,2,2022-05-04 03:13:26.227404
473,LL0000852,1764000.0,2013-02-07,30,360,1.99,3.588,0.03588,8008.05,82,1107339.57,2009950.0,home,Robert,Thomas,Foley,952-45-1109,246-493-6316,"Director, Tickets and Event",7,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1545 47TH STREE,2,10004,New York City,NY,1,0.0,0.0,2,2022-05-04 21:37:04.227404
474,LL0000513,1830000.0,2016-09-22,30,360,1.6183,3.217,0.03216,7930.17,39,1520723.49,2009800.0,home,Chase,Nolan,Wood,487-65-3311,202-310-1403,Cardiologist,10,03 THREE FAMILY DWELLINGS,1,C0,1046 62ND   STREET,4,10010,New York City,NY,3,1950.0,2110.0,1,2022-05-01 17:29:47.227404
475,LL0001012,1830000.0,2013-06-24,30,360,2.57,4.168,0.04168,8914.87,78,1134640.25,2009100.0,investment property,Liam,Gunnar,Miller,485-17-7965,271-202-7484,Vice President,7,04 TAX CLASS 1 CONDOS,1C,R6,341 SACKETT STREET,2,10113,New York City,NY,1,0.0,0.0,1,2022-04-30 04:12:28.227404
476,LL0000881,1872000.0,2012-08-18,30,360,1.81,3.408,0.03408,8310.27,88,1140695.82,2006600.0,commerical property,Owen,Carter,Nash,924-60-5125,399-173-4365,SVP,1,07 RENTALS - WALKUP APARTMENTS,2A,C3,2337 85TH   STREET,4,10128,New York City,NY,4,3000.0,2904.0,2,2022-05-02 15:40:46.227404
477,LL0001223,1824000.0,2016-08-09,30,360,1.55,3.148,0.03148,7836.41,40,1510543.5,2006000.0,investment property,Walter,Lane,Singleton,914-69-8995,584-601-5579,Senior Sales Dirctor,15,07 RENTALS - WALKUP APARTMENTS,2A,C3,630 BERGEN STRET,4,10011,New York City,NY,4,1332.0,4256.0,2,2022-05-06 00:08:02.227404
