card_id,disp_id,type,year,month,day,fulldate,date,event_timestamp
V00001173,D00012442,VISA Signature,2017,5,8,2017-05-08,2017-05-08,2022-07-18 23:44:43.810305
V00000426,D00002686,VISA Signature,2017,5,9,2017-05-09,2017-05-09,2022-07-20 10:47:50.810305
V00000791,D00005521,VISA Signature,2017,5,12,2017-05-12,2017-05-12,2022-07-23 11:30:27.810305
V00000572,D00003636,VISA Standard,2017,5,16,2017-05-16,2017-05-16,2022-07-24 15:35:38.810305
V00000375,D00002425,VISA Standard,2017,5,17,2017-05-17,2017-05-17,2022-07-17 17:33:12.810305
V00000069,D00000438,VISA Signature,2017,5,17,2017-05-17,2017-05-17,2022-07-22 19:45:59.810305
V00000607,D00003885,VISA Signature,2017,5,17,2017-05-17,2017-05-17,2022-07-23 02:40:47.810305
V00000155,D00000900,VISA Standard,2017,5,17,2017-05-17,2017-05-17,2022-07-22 14:41:09.810305
V00000275,D00001762,VISA Signature,2017,5,20,2017-05-20,2017-05-20,2022-07-25 20:43:47.810305
V00000847,D00006610,VISA Signature,2017,5,20,2017-05-20,2017-05-20,2022-07-15 13:26:59.810305
V00000399,D00002527,VISA Signature,2017,5,22,2017-05-22,2017-05-22,2022-07-25 23:45:55.810305
V00000305,D00001914,VISA Signature,2017,5,23,2017-05-23,2017-05-23,2022-07-19 14:57:20.810305
V00000430,D00002713,VISA Signature,2017,5,26,2017-05-26,2017-05-26,2022-07-22 06:30:13.810305
V00000349,D00002214,VISA Signature,2017,5,26,2017-05-26,2017-05-26,2022-07-19 13:31:13.810305
V00000256,D00001583,VISA Signature,2017,5,26,2017-05-26,2017-05-26,2022-07-21 17:42:32.810305
V00000050,D00000309,VISA Signature,2017,5,28,2017-05-28,2017-05-28,2022-07-17 01:38:22.810305
V00000939,D00008217,VISA Standard,2017,5,29,2017-05-29,2017-05-29,2022-07-18 12:49:26.810305
V00000110,D00000608,VISA Signature,2017,5,31,2017-05-31,2017-05-31,2022-07-23 23:38:13.810305
V00000184,D00001089,VISA Infinite,2017,6,3,2017-06-03,2017-06-03,2022-07-17 08:43:13.810305
V00000090,D00000503,VISA Signature,2017,6,4,2017-06-04,2017-06-04,2022-07-20 11:39:15.810305
V00000597,D00003813,VISA Standard,2017,6,6,2017-06-06,2017-06-06,2022-07-22 17:02:26.810305
V00000471,D00003037,VISA Signature,2017,6,9,2017-06-09,2017-06-09,2022-07-24 17:22:34.810305
V00000494,D00003173,VISA Signature,2017,6,10,2017-06-10,2017-06-10,2022-07-22 15:33:38.810305
V00000211,D00001271,VISA Signature,2017,6,10,2017-06-10,2017-06-10,2022-07-18 02:27:50.810305
V00000353,D00002259,VISA Signature,2017,6,11,2017-06-11,2017-06-11,2022-07-23 08:58:45.810305
V00000213,D00001289,VISA Infinite,2017,6,11,2017-06-11,2017-06-11,2022-07-15 07:14:23.810305
V00001009,D00009409,VISA Infinite,2017,6,14,2017-06-14,2017-06-14,2022-07-15 22:52:08.810305
V00000297,D00001883,VISA Signature,2017,6,15,2017-06-15,2017-06-15,2022-07-15 02:53:34.810305
V00000801,D00005684,VISA Signature,2017,6,15,2017-06-15,2017-06-15,2022-07-22 23:44:26.810305
V00000748,D00004923,VISA Signature,2017,6,16,2017-06-16,2017-06-16,2022-07-22 14:28:43.810305
V00000133,D00000742,VISA Signature,2017,6,16,2017-06-16,2017-06-16,2022-07-25 00:22:07.810305
V00000316,D00002013,VISA Signature,2017,6,17,2017-06-17,2017-06-17,2022-07-22 16:24:02.810305
V00000145,D00000819,VISA Signature,2017,6,17,2017-06-17,2017-06-17,2022-07-23 05:43:37.810305
V00000270,D00001736,VISA Standard,2017,6,17,2017-06-17,2017-06-17,2022-07-19 06:34:37.810305
V00001178,D00012542,VISA Signature,2017,6,19,2017-06-19,2017-06-19,2022-07-25 00:49:07.810305
V00000222,D00001345,VISA Signature,2017,6,19,2017-06-19,2017-06-19,2022-07-25 16:26:39.810305
V00000241,D00001461,VISA Signature,2017,6,20,2017-06-20,2017-06-20,2022-07-15 09:43:50.810305
V00000280,D00001793,VISA Signature,2017,6,22,2017-06-22,2017-06-22,2022-07-25 06:49:49.810305
V00000675,D00004376,VISA Signature,2017,6,23,2017-06-23,2017-06-23,2022-07-21 02:10:42.810305
V00000108,D00000597,VISA Signature,2017,6,25,2017-06-25,2017-06-25,2022-07-16 09:42:57.810305
V00001196,D00012805,VISA Signature,2017,6,27,2017-06-27,2017-06-27,2022-07-15 12:32:26.810305
V00000287,D00001819,VISA Standard,2017,6,28,2017-06-28,2017-06-28,2022-07-23 09:04:14.810305
V00000443,D00002808,VISA Signature,2017,6,29,2017-06-29,2017-06-29,2022-07-23 09:51:02.810305
V00001138,D00011825,VISA Signature,2017,6,29,2017-06-29,2017-06-29,2022-07-19 19:05:29.810305
V00000733,D00004764,VISA Standard,2017,6,30,2017-06-30,2017-06-30,2022-07-17 03:57:28.810305
V00000311,D00001954,VISA Signature,2017,7,1,2017-07-01,2017-07-01,2022-07-18 03:52:21.810305
V00000120,D00000662,VISA Signature,2017,7,3,2017-07-03,2017-07-03,2022-07-17 10:01:11.810305
V00000122,D00000667,VISA Standard,2017,7,3,2017-07-03,2017-07-03,2022-07-16 02:07:50.810305
V00000476,D00003079,VISA Signature,2017,7,6,2017-07-06,2017-07-06,2022-07-24 03:35:37.810305
V00000781,D00005366,VISA Signature,2017,7,7,2017-07-07,2017-07-07,2022-07-21 00:46:02.810305
V00000588,D00003765,VISA Signature,2017,7,8,2017-07-08,2017-07-08,2022-07-18 16:11:17.810305
V00000403,D00002538,VISA Standard,2017,7,12,2017-07-12,2017-07-12,2022-07-21 00:46:21.810305
V00000139,D00000797,VISA Signature,2017,7,14,2017-07-14,2017-07-14,2022-07-15 16:23:14.810305
V00000553,D00003522,VISA Signature,2017,7,14,2017-07-14,2017-07-14,2022-07-16 00:33:39.810305
V00000625,D00003987,VISA Signature,2017,7,17,2017-07-17,2017-07-17,2022-07-18 09:40:14.810305
V00000413,D00002592,VISA Standard,2017,7,20,2017-07-20,2017-07-20,2022-07-18 22:30:57.810305
V00000591,D00003779,VISA Signature,2017,7,23,2017-07-23,2017-07-23,2022-07-22 20:01:34.810305
V00000694,D00004504,VISA Signature,2017,7,24,2017-07-24,2017-07-24,2022-07-19 17:20:08.810305
V00000512,D00003259,VISA Signature,2017,7,24,2017-07-24,2017-07-24,2022-07-17 10:13:08.810305
V00001095,D00011023,VISA Infinite,2017,7,28,2017-07-28,2017-07-28,2022-07-17 20:12:11.810305
V00001059,D00010235,VISA Signature,2017,7,29,2017-07-29,2017-07-29,2022-07-25 18:20:12.810305
V00000075,D00000457,VISA Signature,2017,7,29,2017-07-29,2017-07-29,2022-07-16 04:10:42.810305
V00000383,D00002469,VISA Signature,2017,7,30,2017-07-30,2017-07-30,2022-07-16 10:32:24.810305
V00000115,D00000638,VISA Signature,2017,7,30,2017-07-30,2017-07-30,2022-07-17 12:45:19.810305
V00000884,D00007286,VISA Infinite,2017,7,31,2017-07-31,2017-07-31,2022-07-18 09:18:57.810305
V00000454,D00002921,VISA Signature,2017,8,1,2017-08-01,2017-08-01,2022-07-18 08:42:26.810305
V00000688,D00004472,VISA Signature,2017,8,1,2017-08-01,2017-08-01,2022-07-17 10:25:14.810305
V00000936,D00008030,VISA Signature,2017,8,2,2017-08-02,2017-08-02,2022-07-20 21:46:59.810305
V00000663,D00004295,VISA Signature,2017,8,6,2017-08-06,2017-08-06,2022-07-17 08:53:27.810305
V00000637,D00004094,VISA Standard,2017,8,6,2017-08-06,2017-08-06,2022-07-16 13:34:27.810305
V00000511,D00003257,VISA Standard,2017,8,6,2017-08-06,2017-08-06,2022-07-16 09:54:50.810305
V00001220,D00013160,VISA Signature,2017,8,8,2017-08-08,2017-08-08,2022-07-20 13:44:21.810305
V00000628,D00004007,VISA Signature,2017,8,11,2017-08-11,2017-08-11,2022-07-15 07:12:32.810305
V00000718,D00004660,VISA Signature,2017,8,12,2017-08-12,2017-08-12,2022-07-24 18:12:32.810305
V00000238,D00001452,VISA Infinite,2017,8,17,2017-08-17,2017-08-17,2022-07-19 08:52:31.810305
V00000546,D00003465,VISA Infinite,2017,8,19,2017-08-19,2017-08-19,2022-07-25 20:13:55.810305
V00000660,D00004265,VISA Standard,2017,8,19,2017-08-19,2017-08-19,2022-07-15 18:44:24.810305
V00000491,D00003151,VISA Signature,2017,8,21,2017-08-21,2017-08-21,2022-07-16 03:35:28.810305
V00000140,D00000798,VISA Signature,2017,8,22,2017-08-22,2017-08-22,2022-07-22 09:44:23.810305
V00000502,D00003201,VISA Signature,2017,8,22,2017-08-22,2017-08-22,2022-07-17 00:30:31.810305
V00000598,D00003821,VISA Signature,2017,8,23,2017-08-23,2017-08-23,2022-07-23 10:02:27.810305
V00000355,D00002267,VISA Signature,2017,8,28,2017-08-28,2017-08-28,2022-07-25 06:24:19.810305
V00000043,D00000267,VISA Signature,2017,8,29,2017-08-29,2017-08-29,2022-07-22 16:43:16.810305
V00000610,D00003894,VISA Signature,2017,8,29,2017-08-29,2017-08-29,2022-07-17 11:41:14.810305
V00000182,D00001067,VISA Infinite,2017,8,31,2017-08-31,2017-08-31,2022-07-19 04:55:40.810305
V00000041,D00000256,VISA Signature,2017,8,31,2017-08-31,2017-08-31,2022-07-23 17:07:58.810305
V00000091,D00000504,VISA Standard,2017,9,1,2017-09-01,2017-09-01,2022-07-25 12:50:04.810305
V00000252,D00001529,VISA Signature,2017,9,2,2017-09-02,2017-09-02,2022-07-16 00:32:27.810305
V00000495,D00003181,VISA Signature,2017,9,2,2017-09-02,2017-09-02,2022-07-25 11:51:18.810305
V00000259,D00001610,VISA Signature,2017,9,5,2017-09-05,2017-09-05,2022-07-22 23:50:52.810305
V00000187,D00001140,VISA Signature,2017,9,7,2017-09-07,2017-09-07,2022-07-21 01:13:09.810305
V00000185,D00001098,VISA Signature,2017,9,7,2017-09-07,2017-09-07,2022-07-22 18:30:22.810305
V00001025,D00009625,VISA Signature,2017,9,8,2017-09-08,2017-09-08,2022-07-25 10:25:51.810305
V00000019,D00000130,VISA Signature,2017,9,9,2017-09-09,2017-09-09,2022-07-23 09:37:42.810305
V00000431,D00002715,VISA Infinite,2017,9,12,2017-09-12,2017-09-12,2022-07-18 10:45:54.810305
V00000356,D00002268,VISA Signature,2017,9,13,2017-09-13,2017-09-13,2022-07-18 12:22:02.810305
V00000767,D00005204,VISA Signature,2017,9,14,2017-09-14,2017-09-14,2022-07-25 08:11:26.810305
V00000537,D00003405,VISA Signature,2017,9,15,2017-09-15,2017-09-15,2022-07-22 03:03:56.810305
V00000703,D00004546,VISA Signature,2017,9,17,2017-09-17,2017-09-17,2022-07-22 06:15:36.810305
V00000671,D00004345,VISA Signature,2017,9,17,2017-09-17,2017-09-17,2022-07-22 08:50:21.810305
V00000896,D00007567,VISA Signature,2017,9,18,2017-09-18,2017-09-18,2022-07-20 16:43:07.810305
V00000343,D00002164,VISA Signature,2017,9,21,2017-09-21,2017-09-21,2022-07-23 22:59:00.810305
V00000279,D00001791,VISA Signature,2017,9,21,2017-09-21,2017-09-21,2022-07-15 20:23:58.810305
V00000622,D00003981,VISA Standard,2017,9,22,2017-09-22,2017-09-22,2022-07-25 14:12:18.810305
V00000612,D00003906,VISA Signature,2017,9,22,2017-09-22,2017-09-22,2022-07-21 08:09:52.810305
V00000206,D00001243,VISA Signature,2017,9,22,2017-09-22,2017-09-22,2022-07-22 16:28:09.810305
V00000190,D00001165,VISA Signature,2017,9,23,2017-09-23,2017-09-23,2022-07-25 04:58:51.810305
V00001203,D00012893,VISA Signature,2017,9,26,2017-09-26,2017-09-26,2022-07-20 09:29:51.810305
V00000234,D00001424,VISA Signature,2017,9,29,2017-09-29,2017-09-29,2022-07-22 04:56:55.810305
V00000030,D00000202,VISA Signature,2017,10,1,2017-10-01,2017-10-01,2022-07-16 02:00:38.810305
V00000327,D00002117,VISA Signature,2017,10,3,2017-10-03,2017-10-03,2022-07-24 23:41:27.810305
V00000049,D00000305,VISA Signature,2017,10,3,2017-10-03,2017-10-03,2022-07-15 03:46:11.810305
V00001115,D00011375,VISA Standard,2017,10,3,2017-10-03,2017-10-03,2022-07-25 13:29:36.810305
V00000698,D00004522,VISA Infinite,2017,10,7,2017-10-07,2017-10-07,2022-07-17 18:17:45.810305
V00000874,D00007127,VISA Infinite,2017,10,7,2017-10-07,2017-10-07,2022-07-19 06:13:43.810305
V00000247,D00001500,VISA Standard,2017,10,8,2017-10-08,2017-10-08,2022-07-23 01:48:33.810305
V00000656,D00004235,VISA Signature,2017,10,8,2017-10-08,2017-10-08,2022-07-16 15:49:32.810305
V00000436,D00002759,VISA Signature,2017,10,9,2017-10-09,2017-10-09,2022-07-18 08:03:53.810305
V00000124,D00000688,VISA Signature,2017,10,10,2017-10-10,2017-10-10,2022-07-16 04:36:28.810305
V00000633,D00004078,VISA Signature,2017,10,12,2017-10-12,2017-10-12,2022-07-22 08:43:52.810305
V00000428,D00002698,VISA Signature,2017,10,13,2017-10-13,2017-10-13,2022-07-25 12:00:35.810305
V00000638,D00004100,VISA Infinite,2017,10,14,2017-10-14,2017-10-14,2022-07-16 18:41:24.810305
V00000153,D00000886,VISA Infinite,2017,10,19,2017-10-19,2017-10-19,2022-07-25 15:48:15.810305
V00000596,D00003811,VISA Signature,2017,10,19,2017-10-19,2017-10-19,2022-07-18 09:23:09.810305
V00000664,D00004316,VISA Signature,2017,10,22,2017-10-22,2017-10-22,2022-07-25 08:02:09.810305
V00000251,D00001525,VISA Signature,2017,10,23,2017-10-23,2017-10-23,2022-07-18 01:02:05.810305
V00000552,D00003519,VISA Signature,2017,10,25,2017-10-25,2017-10-25,2022-07-16 21:43:20.810305
V00000009,D00000076,VISA Signature,2017,10,25,2017-10-25,2017-10-25,2022-07-16 19:50:31.810305
V00000011,D00000079,VISA Infinite,2017,10,25,2017-10-25,2017-10-25,2022-07-16 19:08:34.810305
V00000650,D00004194,VISA Signature,2017,10,26,2017-10-26,2017-10-26,2022-07-16 11:04:18.810305
V00000059,D00000365,VISA Signature,2017,10,27,2017-10-27,2017-10-27,2022-07-21 20:44:46.810305
V00001016,D00009525,VISA Signature,2017,10,28,2017-10-28,2017-10-28,2022-07-25 15:51:49.810305
V00000359,D00002299,VISA Signature,2017,10,29,2017-10-29,2017-10-29,2022-07-25 22:02:05.810305
V00000438,D00002768,VISA Signature,2017,10,30,2017-10-30,2017-10-30,2022-07-18 05:08:07.810305
V00000094,D00000513,VISA Signature,2017,11,6,2017-11-06,2017-11-06,2022-07-23 04:11:55.810305
V00001056,D00010220,VISA Signature,2017,11,6,2017-11-06,2017-11-06,2022-07-23 10:52:11.810305
V00000273,D00001758,VISA Signature,2017,11,7,2017-11-07,2017-11-07,2022-07-24 11:53:03.810305
V00000947,D00008366,VISA Signature,2017,11,8,2017-11-08,2017-11-08,2022-07-15 13:13:09.810305
V00000093,D00000510,VISA Signature,2017,11,9,2017-11-09,2017-11-09,2022-07-19 11:39:47.810305
V00000762,D00005132,VISA Signature,2017,11,10,2017-11-10,2017-11-10,2022-07-25 12:04:52.810305
V00000254,D00001578,VISA Signature,2017,11,11,2017-11-11,2017-11-11,2022-07-17 18:19:11.810305
V00000611,D00003896,VISA Signature,2017,11,13,2017-11-13,2017-11-13,2022-07-16 08:02:46.810305
V00000648,D00004188,VISA Signature,2017,11,18,2017-11-18,2017-11-18,2022-07-17 13:48:01.810305
V00000373,D00002401,VISA Signature,2017,11,18,2017-11-18,2017-11-18,2022-07-19 15:53:30.810305
V00000579,D00003699,VISA Signature,2017,11,18,2017-11-18,2017-11-18,2022-07-22 06:00:51.810305
V00000555,D00003544,VISA Signature,2017,11,19,2017-11-19,2017-11-19,2022-07-22 05:22:08.810305
V00000329,D00002122,VISA Infinite,2017,11,19,2017-11-19,2017-11-19,2022-07-18 12:43:14.810305
V00000707,D00004560,VISA Signature,2017,11,21,2017-11-21,2017-11-21,2022-07-25 17:40:40.810305
V00000051,D00000321,VISA Signature,2017,11,21,2017-11-21,2017-11-21,2022-07-19 18:34:33.810305
V00000382,D00002445,VISA Infinite,2017,11,22,2017-11-22,2017-11-22,2022-07-22 06:43:26.810305
V00000472,D00003056,VISA Signature,2017,11,24,2017-11-24,2017-11-24,2022-07-18 15:26:59.810305
V00000237,D00001445,VISA Signature,2017,11,25,2017-11-25,2017-11-25,2022-07-23 21:11:10.810305
V00001234,D00013386,VISA Signature,2017,11,28,2017-11-28,2017-11-28,2022-07-24 16:46:15.810305
V00000086,D00000490,VISA Signature,2017,11,28,2017-11-28,2017-11-28,2022-07-22 09:09:15.810305
V00000540,D00003425,VISA Signature,2017,11,29,2017-11-29,2017-11-29,2022-07-23 03:22:07.810305
V00000493,D00003167,VISA Signature,2017,11,30,2017-11-30,2017-11-30,2022-07-15 00:00:29.810305
V00000532,D00003382,VISA Signature,2017,11,30,2017-11-30,2017-11-30,2022-07-23 17:35:20.810305
V00000590,D00003769,VISA Signature,2017,12,2,2017-12-02,2017-12-02,2022-07-19 04:52:06.810305
V00000942,D00008295,VISA Signature,2017,12,2,2017-12-02,2017-12-02,2022-07-19 12:16:03.810305
V00000033,D00000221,VISA Standard,2017,12,3,2017-12-03,2017-12-03,2022-07-15 05:01:39.810305
V00000739,D00004821,VISA Signature,2017,12,3,2017-12-03,2017-12-03,2022-07-24 08:07:33.810305
V00000045,D00000272,VISA Signature,2017,12,5,2017-12-05,2017-12-05,2022-07-16 04:59:42.810305
V00000025,D00000158,VISA Signature,2017,12,6,2017-12-06,2017-12-06,2022-07-22 18:28:09.810305
V00000200,D00001220,VISA Infinite,2017,12,9,2017-12-09,2017-12-09,2022-07-17 12:45:55.810305
V00000268,D00001707,VISA Infinite,2017,12,11,2017-12-11,2017-12-11,2022-07-20 04:23:45.810305
V00000507,D00003245,VISA Signature,2017,12,11,2017-12-11,2017-12-11,2022-07-18 02:54:41.810305
V00000569,D00003616,VISA Signature,2017,12,12,2017-12-12,2017-12-12,2022-07-22 23:28:24.810305
V00000282,D00001799,VISA Infinite,2017,12,13,2017-12-13,2017-12-13,2022-07-23 20:47:35.810305
V00000536,D00003404,VISA Signature,2017,12,13,2017-12-13,2017-12-13,2022-07-22 23:21:49.810305
V00001022,D00009606,VISA Signature,2017,12,13,2017-12-13,2017-12-13,2022-07-15 00:45:06.810305
V00001105,D00011237,VISA Signature,2017,12,13,2017-12-13,2017-12-13,2022-07-15 20:59:47.810305
V00000326,D00002104,VISA Signature,2017,12,14,2017-12-14,2017-12-14,2022-07-24 01:13:58.810305
V00000380,D00002434,VISA Signature,2017,12,15,2017-12-15,2017-12-15,2022-07-23 21:16:32.810305
V00000723,D00004699,VISA Signature,2017,12,15,2017-12-15,2017-12-15,2022-07-25 07:05:46.810305
V00000081,D00000473,VISA Signature,2017,12,17,2017-12-17,2017-12-17,2022-07-24 17:28:55.810305
V00000521,D00003310,VISA Signature,2017,12,17,2017-12-17,2017-12-17,2022-07-15 20:56:50.810305
V00000608,D00003890,VISA Signature,2017,12,17,2017-12-17,2017-12-17,2022-07-22 02:29:09.810305
V00000589,D00003766,VISA Standard,2017,12,20,2017-12-20,2017-12-20,2022-07-24 07:23:42.810305
V00000281,D00001795,VISA Signature,2017,12,22,2017-12-22,2017-12-22,2022-07-21 04:44:09.810305
V00000891,D00007434,VISA Signature,2017,12,23,2017-12-23,2017-12-23,2022-07-16 14:32:50.810305
V00000774,D00005249,VISA Signature,2017,12,25,2017-12-25,2017-12-25,2022-07-15 21:47:29.810305
V00000566,D00003606,VISA Signature,2017,12,25,2017-12-25,2017-12-25,2022-07-25 02:38:05.810305
V00000575,D00003667,VISA Infinite,2017,12,25,2017-12-25,2017-12-25,2022-07-20 12:44:08.810305
V00000154,D00000887,VISA Signature,2017,12,28,2017-12-28,2017-12-28,2022-07-15 06:18:28.810305
V00000130,D00000722,VISA Signature,2017,12,29,2017-12-29,2017-12-29,2022-07-19 11:41:48.810305
V00000434,D00002739,VISA Signature,2017,12,30,2017-12-30,2017-12-30,2022-07-16 02:14:24.810305
V00000083,D00000483,VISA Signature,2018,1,5,2018-01-05,2018-01-05,2022-07-19 15:26:45.810305
V00000593,D00003787,VISA Standard,2018,1,6,2018-01-06,2018-01-06,2022-07-22 18:02:39.810305
V00000481,D00003102,VISA Standard,2018,1,6,2018-01-06,2018-01-06,2022-07-25 13:02:36.810305
V00000304,D00001913,VISA Signature,2018,1,6,2018-01-06,2018-01-06,2022-07-25 20:34:14.810305
V00000149,D00000858,VISA Signature,2018,1,7,2018-01-07,2018-01-07,2022-07-22 05:36:47.810305
V00000659,D00004258,VISA Signature,2018,1,8,2018-01-08,2018-01-08,2022-07-18 03:11:12.810305
V00000517,D00003291,VISA Signature,2018,1,9,2018-01-09,2018-01-09,2022-07-15 20:28:28.810305
V00000368,D00002361,VISA Signature,2018,1,10,2018-01-10,2018-01-10,2022-07-25 13:30:56.810305
V00000482,D00003104,VISA Standard,2018,1,13,2018-01-13,2018-01-13,2022-07-21 20:53:42.810305
V00000689,D00004473,VISA Signature,2018,1,15,2018-01-15,2018-01-15,2022-07-24 20:39:16.810305
V00000557,D00003567,VISA Signature,2018,1,17,2018-01-17,2018-01-17,2022-07-20 17:30:44.810305
V00000897,D00007576,VISA Signature,2018,1,18,2018-01-18,2018-01-18,2022-07-18 16:38:36.810305
V00000803,D00005727,VISA Signature,2018,1,19,2018-01-19,2018-01-19,2022-07-22 12:02:40.810305
V00000401,D00002532,VISA Signature,2018,1,19,2018-01-19,2018-01-19,2022-07-23 14:08:04.810305
V00000760,D00005126,VISA Signature,2018,1,19,2018-01-19,2018-01-19,2022-07-25 01:52:47.810305
V00000274,D00001759,VISA Signature,2018,1,21,2018-01-21,2018-01-21,2022-07-24 10:01:33.810305
V00000028,D00000174,VISA Standard,2018,1,22,2018-01-22,2018-01-22,2022-07-19 03:46:20.810305
V00000904,D00007672,VISA Signature,2018,1,22,2018-01-22,2018-01-22,2022-07-16 23:03:01.810305
V00000474,D00003066,VISA Standard,2018,1,24,2018-01-24,2018-01-24,2022-07-16 18:12:01.810305
V00000214,D00001292,VISA Signature,2018,1,24,2018-01-24,2018-01-24,2022-07-15 19:22:52.810305
V00000055,D00000335,VISA Signature,2018,1,25,2018-01-25,2018-01-25,2022-07-21 09:01:10.810305
V00000340,D00002155,VISA Signature,2018,1,25,2018-01-25,2018-01-25,2022-07-16 12:19:30.810305
V00000724,D00004701,VISA Infinite,2018,1,27,2018-01-27,2018-01-27,2022-07-18 05:16:37.810305
V00000067,D00000429,VISA Standard,2018,1,28,2018-01-28,2018-01-28,2022-07-18 14:26:25.810305
V00000236,D00001440,VISA Standard,2018,1,29,2018-01-29,2018-01-29,2022-07-16 23:04:50.810305
V00000068,D00000434,VISA Signature,2018,1,31,2018-01-31,2018-01-31,2022-07-22 02:43:12.810305
V00000348,D00002203,VISA Signature,2018,2,2,2018-02-02,2018-02-02,2022-07-17 17:12:12.810305
V00000065,D00000414,VISA Signature,2018,2,2,2018-02-02,2018-02-02,2022-07-16 06:08:24.810305
V00001239,D00013442,VISA Standard,2018,2,2,2018-02-02,2018-02-02,2022-07-16 14:47:13.810305
V00000165,D00000996,VISA Standard,2018,2,4,2018-02-04,2018-02-04,2022-07-15 07:16:39.810305
V00000249,D00001517,VISA Signature,2018,2,6,2018-02-06,2018-02-06,2022-07-17 02:50:44.810305
V00000246,D00001492,VISA Signature,2018,2,8,2018-02-08,2018-02-08,2022-07-25 02:04:52.810305
V00000720,D00004674,VISA Standard,2018,2,9,2018-02-09,2018-02-09,2022-07-16 22:43:31.810305
V00000518,D00003292,VISA Infinite,2018,2,10,2018-02-10,2018-02-10,2022-07-17 01:44:13.810305
V00000459,D00002958,VISA Infinite,2018,2,11,2018-02-11,2018-02-11,2022-07-17 15:12:51.810305
V00000655,D00004231,VISA Signature,2018,2,13,2018-02-13,2018-02-13,2022-07-21 03:10:24.810305
V00000624,D00003985,VISA Standard,2018,2,13,2018-02-13,2018-02-13,2022-07-17 19:24:44.810305
V00000398,D00002522,VISA Signature,2018,2,14,2018-02-14,2018-02-14,2022-07-20 18:25:00.810305
V00000796,D00005579,VISA Signature,2018,2,20,2018-02-20,2018-02-20,2022-07-25 21:53:20.810305
V00000100,D00000562,VISA Infinite,2018,2,21,2018-02-21,2018-02-21,2022-07-25 08:23:12.810305
V00000574,D00003640,VISA Standard,2018,2,23,2018-02-23,2018-02-23,2022-07-18 09:46:40.810305
V00000360,D00002308,VISA Signature,2018,2,24,2018-02-24,2018-02-24,2022-07-21 05:29:36.810305
V00000391,D00002493,VISA Signature,2018,2,24,2018-02-24,2018-02-24,2022-07-24 00:47:24.810305
V00000283,D00001800,VISA Signature,2018,2,25,2018-02-25,2018-02-25,2022-07-22 10:49:01.810305
V00000726,D00004721,VISA Signature,2018,2,26,2018-02-26,2018-02-26,2022-07-22 19:41:32.810305
V00000132,D00000731,VISA Standard,2018,2,26,2018-02-26,2018-02-26,2022-07-25 06:26:28.810305
V00000463,D00002982,VISA Signature,2018,2,26,2018-02-26,2018-02-26,2022-07-19 21:37:23.810305
V00000021,D00000132,VISA Signature,2018,2,26,2018-02-26,2018-02-26,2022-07-15 01:21:50.810305
V00000529,D00003357,VISA Signature,2018,2,27,2018-02-27,2018-02-27,2022-07-25 01:56:43.810305
V00000946,D00008359,VISA Standard,2018,2,28,2018-02-28,2018-02-28,2022-07-16 16:52:33.810305
V00000419,D00002626,VISA Signature,2018,2,28,2018-02-28,2018-02-28,2022-07-21 17:40:53.810305
V00000248,D00001512,VISA Signature,2018,3,1,2018-03-01,2018-03-01,2022-07-22 00:12:03.810305
V00000215,D00001296,VISA Signature,2018,3,2,2018-03-02,2018-03-02,2022-07-18 00:56:44.810305
V00000225,D00001359,VISA Signature,2018,3,3,2018-03-03,2018-03-03,2022-07-21 21:22:00.810305
V00000643,D00004157,VISA Signature,2018,3,4,2018-03-04,2018-03-04,2022-07-18 14:08:59.810305
V00000844,D00006567,VISA Standard,2018,3,4,2018-03-04,2018-03-04,2022-07-19 15:47:00.810305
V00000672,D00004349,VISA Signature,2018,3,7,2018-03-07,2018-03-07,2022-07-18 01:24:30.810305
V00000276,D00001765,VISA Signature,2018,3,7,2018-03-07,2018-03-07,2022-07-22 06:56:17.810305
V00001230,D00013312,VISA Signature,2018,3,8,2018-03-08,2018-03-08,2022-07-17 14:03:15.810305
V00000599,D00003824,VISA Infinite,2018,3,8,2018-03-08,2018-03-08,2022-07-21 11:13:32.810305
V00000072,D00000447,VISA Signature,2018,3,9,2018-03-09,2018-03-09,2022-07-19 15:10:46.810305
V00001199,D00012826,VISA Signature,2018,3,9,2018-03-09,2018-03-09,2022-07-22 09:29:48.810305
V00000048,D00000295,VISA Signature,2018,3,10,2018-03-10,2018-03-10,2022-07-18 00:08:11.810305
V00000058,D00000358,VISA Signature,2018,3,11,2018-03-11,2018-03-11,2022-07-21 04:24:45.810305
V00000334,D00002133,VISA Signature,2018,3,13,2018-03-13,2018-03-13,2022-07-15 09:55:13.810305
V00000002,D00000019,VISA Signature,2018,3,13,2018-03-13,2018-03-13,2022-07-19 20:57:53.810305
V00000228,D00001382,VISA Standard,2018,3,15,2018-03-15,2018-03-15,2022-07-16 15:13:43.810305
V00000244,D00001480,VISA Signature,2018,3,16,2018-03-16,2018-03-16,2022-07-16 17:26:29.810305
V00001189,D00012683,VISA Signature,2018,3,17,2018-03-17,2018-03-17,2022-07-20 16:43:57.810305
V00000198,D00001211,VISA Standard,2018,3,18,2018-03-18,2018-03-18,2022-07-16 16:43:11.810305
V00000034,D00000225,VISA Signature,2018,3,20,2018-03-20,2018-03-20,2022-07-18 17:40:40.810305
V00000535,D00003395,VISA Signature,2018,3,22,2018-03-22,2018-03-22,2022-07-19 11:45:46.810305
