order_id,account_id,bank_to,account_to,amount,k_symbol,event_timestamp
30905,A00001026,IJ,92388706,8099.0,Household Payment,2022-07-15 01:12:43.507116
30906,A00001026,WX,63060033,335.0,,2022-07-22 20:16:48.507116
30907,A00001027,ST,91939943,2117.0,Household Payment,2022-07-24 19:52:50.507116
30908,A00001029,UV,28123855,8136.0,Household Payment,2022-07-19 18:09:36.507116
30909,A00001029,WX,347924,342.0,,2022-07-21 10:57:00.507116
30910,A00001030,IJ,30616259,664.0,Household Payment,2022-07-18 01:00:06.507116
30911,A00001030,WX,98720079,1050.0,Household Payment,2022-07-18 22:42:21.507116
30912,A00001031,YZ,98259973,6817.0,Household Payment,2022-07-20 06:14:58.507116
30913,A00001031,MN,53443789,747.0,,2022-07-22 04:21:35.507116
30914,A00001031,OP,61673647,51.0,Insurance Payment,2022-07-20 21:07:24.507116
30915,A00001031,AB,13939214,551.0,Leasing Payment,2022-07-21 16:51:39.507116
30916,A00001034,EF,54495429,4219.0,Household Payment,2022-07-18 19:32:10.507116
30917,A00001035,CD,68746489,2194.0,Household Payment,2022-07-22 01:21:15.507116
30918,A00001035,YZ,72017597,4942.0,,2022-07-19 10:54:00.507116
30919,A00001036,OP,5921757,4095.0,Household Payment,2022-07-21 23:32:02.507116
30920,A00001037,ST,89659267,1062.0,Household Payment,2022-07-17 21:15:01.507116
30921,A00001037,UV,73314934,940.0,,2022-07-18 02:41:41.507116
30922,A00001037,EF,22177893,1157.0,Insurance Payment,2022-07-16 14:11:43.507116
30923,A00001037,CD,38512766,62.0,,2022-07-15 04:55:01.507116
30924,A00001038,OP,88674932,2006.0,Household Payment,2022-07-15 14:04:04.507116
30925,A00001038,GH,65748941,141.0,,2022-07-20 20:49:04.507116
30926,A00001040,YZ,9653228,2342.0,Leasing Payment,2022-07-23 15:56:09.507116
30927,A00001040,GH,15813100,7008.0,Household Payment,2022-07-21 17:40:54.507116
30930,A00001043,MN,18801582,6433.0,Household Payment,2022-07-19 19:20:20.507116
30931,A00001044,MN,62729650,2880.0,Household Payment,2022-07-19 03:33:09.507116
30932,A00001044,GH,18615305,188.0,,2022-07-17 02:04:47.507116
30933,A00001045,GH,61220621,1730.0,Household Payment,2022-07-19 01:57:47.507116
30934,A00001046,OP,70391350,7399.0,Household Payment,2022-07-25 22:49:17.507116
30935,A00001047,KL,74345159,4339.0,Household Payment,2022-07-16 09:19:33.507116
30936,A00001048,MN,24886042,3852.0,Household Payment,2022-07-19 06:31:44.507116
30937,A00001049,EF,93252652,1545.0,Household Payment,2022-07-24 22:58:17.507116
30938,A00001049,EF,13402939,954.0,,2022-07-21 04:25:21.507116
30939,A00001050,OP,98150521,5673.0,Household Payment,2022-07-16 13:00:43.507116
30940,A00001053,YZ,8172607,1043.0,Household Payment,2022-07-18 10:46:04.507116
30941,A00001053,YZ,46275836,2439.0,,2022-07-18 05:01:41.507116
30942,A00001054,IJ,38208055,4736.0,Household Payment,2022-07-16 04:19:46.507116
30943,A00001055,CD,7340211,2047.0,Household Payment,2022-07-18 03:20:53.507116
30944,A00001056,IJ,50892353,2531.7,Leasing Payment,2022-07-20 21:42:21.507116
30945,A00001056,EF,26736420,5692.0,Household Payment,2022-07-22 08:59:49.507116
30946,A00001057,QR,44777083,3090.0,Household Payment,2022-07-15 02:33:34.507116
30947,A00001058,WX,49857848,4761.0,Household Payment,2022-07-24 06:19:17.507116
30948,A00001058,WX,54740381,408.0,,2022-07-18 01:25:29.507116
30949,A00001059,CD,2758771,232.0,Household Payment,2022-07-24 04:12:10.507116
30950,A00001059,ST,66466748,1914.0,,2022-07-16 05:47:18.507116
30951,A00001061,YZ,97285127,3790.0,Household Payment,2022-07-21 05:26:36.507116
30952,A00001062,AB,56361120,7844.0,Household Payment,2022-07-15 11:42:26.507116
30953,A00001064,QR,99262660,2918.0,Household Payment,2022-07-19 04:30:57.507116
30954,A00001067,AB,90449589,7811.0,Household Payment,2022-07-22 16:28:22.507116
30955,A00001068,ST,2958560,4219.5,Loan Payment,2022-07-24 07:07:45.507116
30956,A00001068,AB,6389087,4737.0,Household Payment,2022-07-25 04:16:55.507116
30957,A00001068,YZ,29813301,3273.0,,2022-07-15 04:30:00.507116
30958,A00001068,CD,73765313,632.0,Insurance Payment,2022-07-18 02:41:07.507116
30959,A00001069,YZ,41750836,3080.0,Household Payment,2022-07-16 19:09:56.507116
30960,A00001070,MN,65257990,5116.0,Household Payment,2022-07-15 12:35:35.507116
30961,A00001071,GH,21432626,4219.5,Loan Payment,2022-07-18 13:23:23.507116
30962,A00001072,OP,47369968,3520.0,Household Payment,2022-07-16 01:52:50.507116
30963,A00001073,OP,88794773,3843.0,Household Payment,2022-07-23 13:25:29.507116
30964,A00001074,IJ,51158940,1416.0,Leasing Payment,2022-07-20 02:20:26.507116
30965,A00001075,WX,87197690,3868.0,Household Payment,2022-07-16 08:17:34.507116
30966,A00001075,UV,90986024,208.0,,2022-07-17 12:52:20.507116
30967,A00001076,KL,42470806,2640.0,Household Payment,2022-07-25 23:09:19.507116
30968,A00001076,YZ,93423914,4447.0,,2022-07-18 10:26:44.507116
30969,A00001078,YZ,33194816,3423.0,Household Payment,2022-07-21 08:44:50.507116
30970,A00001079,MN,42747187,10392.0,Household Payment,2022-07-16 23:03:07.507116
30971,A00001080,WX,40894991,6185.0,Household Payment,2022-07-18 04:41:47.507116
30972,A00001081,QR,41841411,2484.0,Household Payment,2022-07-25 13:01:21.507116
30973,A00001082,WX,8899295,2189.0,Household Payment,2022-07-25 20:20:04.507116
30974,A00001083,KL,52041840,1930.0,Household Payment,2022-07-23 17:55:00.507116
30975,A00001083,KL,1474237,835.0,,2022-07-15 21:38:18.507116
30976,A00001083,YZ,70442372,4351.0,Insurance Payment,2022-07-24 00:06:53.507116
30977,A00001083,EF,96308820,1416.0,Loan Payment,2022-07-15 00:18:42.507116
30980,A00001085,MN,39862310,8537.0,Household Payment,2022-07-25 20:34:16.507116
30981,A00001086,UV,38448971,1376.0,Household Payment,2022-07-18 06:41:27.507116
30982,A00001086,MN,12634462,474.0,,2022-07-17 01:06:25.507116
30983,A00001086,EF,44293308,86.0,Insurance Payment,2022-07-19 15:21:23.507116
30984,A00001088,WX,46244287,3032.0,Household Payment,2022-07-16 14:08:33.507116
30985,A00001089,OP,36553853,756.0,Household Payment,2022-07-25 01:56:49.507116
30986,A00001089,QR,13997078,2962.0,,2022-07-24 08:24:36.507116
30987,A00001090,ST,12971461,3317.0,Household Payment,2022-07-17 11:37:52.507116
30988,A00001092,ST,40163117,5664.0,Household Payment,2022-07-15 10:08:46.507116
30989,A00001093,ST,99570404,8022.8,Loan Payment,2022-07-18 08:44:54.507116
30990,A00001093,EF,21858203,10261.0,Household Payment,2022-07-18 09:05:51.507116
30991,A00001094,UV,80894112,1408.0,Household Payment,2022-07-17 00:30:48.507116
30992,A00001094,KL,27204376,747.0,Household Payment,2022-07-25 01:56:15.507116
30993,A00001095,MN,98788070,1119.0,Household Payment,2022-07-18 22:52:20.507116
30994,A00001095,KL,77274346,3773.0,,2022-07-22 05:28:12.507116
30995,A00001095,AB,69525956,896.0,Insurance Payment,2022-07-18 00:02:58.507116
30996,A00001095,EF,92616253,1787.0,,2022-07-19 08:49:44.507116
30997,A00001096,MN,24721879,3488.0,Household Payment,2022-07-17 23:06:13.507116
30998,A00001097,OP,95009862,7636.0,Household Payment,2022-07-22 12:49:52.507116
30999,A00001097,OP,33397758,870.0,,2022-07-24 10:11:05.507116
31000,A00001097,CD,50336754,577.0,Insurance Payment,2022-07-23 22:07:33.507116
31001,A00001097,UV,86982053,42.0,,2022-07-25 12:01:30.507116
31002,A00001098,AB,2207518,619.0,Household Payment,2022-07-15 00:42:31.507116
31003,A00001098,GH,47811776,1007.0,Household Payment,2022-07-22 17:58:00.507116
31009,A00001100,OP,60873585,174.0,Household Payment,2022-07-17 15:30:45.507116
31010,A00001100,UV,21850496,882.0,,2022-07-24 10:29:28.507116
31011,A00001100,YZ,22059500,1103.0,Insurance Payment,2022-07-18 08:46:38.507116
31012,A00001101,ST,64489167,7553.0,Household Payment,2022-07-18 01:46:10.507116
31013,A00001102,CD,19876456,3559.0,Household Payment,2022-07-21 17:28:25.507116
31014,A00001104,EF,72144114,8840.0,Household Payment,2022-07-23 01:37:26.507116
31015,A00001105,EF,96368914,1839.0,Household Payment,2022-07-17 08:25:13.507116
31016,A00001105,WX,69901072,4015.0,,2022-07-22 06:34:37.507116
31017,A00001106,WX,7667500,8022.8,Loan Payment,2022-07-21 21:54:19.507116
31018,A00001107,ST,55333268,1746.0,Household Payment,2022-07-17 17:05:28.507116
31019,A00001108,ST,17273038,31.0,Household Payment,2022-07-23 05:11:52.507116
31020,A00001108,OP,30477523,2335.0,Household Payment,2022-07-25 11:25:46.507116
31021,A00001110,CD,84862774,5427.0,Household Payment,2022-07-21 08:31:15.507116
31022,A00001111,UV,64148080,3962.0,Household Payment,2022-07-17 06:58:11.507116
31023,A00001113,CD,6762576,3837.0,Household Payment,2022-07-23 16:18:08.507116
31024,A00001113,YZ,4878908,1809.0,,2022-07-18 09:26:58.507116
31025,A00001114,EF,41164273,3350.0,Household Payment,2022-07-23 08:58:53.507116
31026,A00001115,OP,13170951,2293.0,Household Payment,2022-07-16 22:54:54.507116
31027,A00001116,ST,41694200,8086.0,Household Payment,2022-07-21 13:10:51.507116
31028,A00001117,UV,52116602,1640.0,Household Payment,2022-07-22 14:09:20.507116
31029,A00001117,YZ,64481568,1075.0,Household Payment,2022-07-17 01:10:19.507116
31030,A00001118,UV,32868296,3637.0,Household Payment,2022-07-22 01:54:44.507116
31031,A00001118,GH,4071104,1388.0,,2022-07-25 08:20:18.507116
31034,A00001120,GH,5904931,1508.0,Household Payment,2022-07-21 02:25:38.507116
31035,A00001120,KL,15175223,1195.0,Household Payment,2022-07-19 12:33:02.507116
31036,A00001123,YZ,11799949,2444.0,Household Payment,2022-07-21 18:54:49.507116
31037,A00001123,WX,23123979,6668.0,,2022-07-20 04:20:39.507116
31038,A00001124,WX,20725280,4813.7,Leasing Payment,2022-07-25 05:54:42.507116
31039,A00001124,YZ,35057538,1030.0,Household Payment,2022-07-24 08:15:54.507116
31040,A00001124,GH,54822939,2739.0,,2022-07-17 02:50:38.507116
31041,A00001125,YZ,68780326,7895.0,Loan Payment,2022-07-23 11:21:37.507116
31042,A00001125,ST,79252308,11827.0,Household Payment,2022-07-18 15:50:51.507116
31043,A00001125,UV,34524190,238.0,,2022-07-16 03:39:16.507116
31044,A00001125,YZ,64038717,1.0,Insurance Payment,2022-07-22 01:00:49.507116
31045,A00001126,WX,12984758,2791.0,Household Payment,2022-07-15 07:12:18.507116
31046,A00001127,WX,43852061,6260.0,Household Payment,2022-07-16 08:09:23.507116
31047,A00001128,QR,14786029,2070.0,Household Payment,2022-07-16 08:00:01.507116
31048,A00001129,OP,21761328,4604.0,Household Payment,2022-07-25 16:08:48.507116
31049,A00001129,EF,57572519,2085.0,,2022-07-24 09:16:02.507116
31050,A00001130,QR,6974792,2241.0,Household Payment,2022-07-21 16:18:43.507116
31053,A00001133,WX,45995962,2103.0,Household Payment,2022-07-25 08:46:56.507116
31054,A00001133,ST,40755695,895.0,Household Payment,2022-07-24 19:16:00.507116
31055,A00001134,OP,83356666,1973.0,Household Payment,2022-07-18 17:50:37.507116
31056,A00001134,ST,64548426,6007.0,,2022-07-17 12:29:27.507116
31057,A00001135,YZ,62011670,1735.0,Household Payment,2022-07-23 07:27:16.507116
31058,A00001136,IJ,88794064,3081.8,Leasing Payment,2022-07-16 10:39:20.507116
31059,A00001136,YZ,58973252,6249.0,Household Payment,2022-07-17 07:16:29.507116
31060,A00001136,YZ,17459643,2884.0,,2022-07-20 06:34:40.507116
31061,A00001137,GH,1497954,2121.0,Household Payment,2022-07-24 11:29:47.507116
31062,A00001139,MN,67396074,3081.8,Leasing Payment,2022-07-16 03:42:42.507116
31063,A00001139,CD,88400810,1191.0,Household Payment,2022-07-23 06:57:00.507116
31064,A00001139,UV,4895151,3110.0,,2022-07-22 00:18:08.507116
31065,A00001139,UV,35875827,2386.0,Insurance Payment,2022-07-21 08:06:26.507116
31066,A00001139,OP,71055465,479.0,,2022-07-22 00:37:17.507116
31067,A00001140,YZ,74234366,2790.0,Household Payment,2022-07-18 07:22:56.507116
31068,A00001141,OP,42710840,1028.0,Household Payment,2022-07-15 05:58:42.507116
31069,A00001141,QR,31942546,907.0,,2022-07-22 05:04:55.507116
31070,A00001141,IJ,44392269,248.0,Insurance Payment,2022-07-16 04:58:52.507116
31071,A00001142,KL,67380297,2077.0,Household Payment,2022-07-25 21:28:12.507116
31075,A00001144,GH,64795172,2250.0,Household Payment,2022-07-16 15:22:02.507116
31076,A00001145,IJ,24233013,478.0,Household Payment,2022-07-18 09:54:27.507116
31077,A00001145,KL,38151466,1469.0,,2022-07-25 06:36:07.507116
31078,A00001146,OP,77362507,3437.0,Household Payment,2022-07-25 04:40:02.507116
31079,A00001146,QR,46465182,1384.0,,2022-07-25 04:03:39.507116
31081,A00001151,WX,90602427,3263.0,Household Payment,2022-07-20 19:10:06.507116
31082,A00001152,GH,77527123,2186.0,Household Payment,2022-07-24 14:17:40.507116
31083,A00001153,QR,24663144,4918.0,Household Payment,2022-07-18 12:35:38.507116
31084,A00001153,MN,55908048,1033.0,,2022-07-25 11:45:19.507116
31085,A00001154,IJ,42328703,3475.0,Household Payment,2022-07-16 08:04:35.507116
31086,A00001155,QR,81956076,2260.0,Household Payment,2022-07-17 10:38:37.507116
31087,A00001158,CD,11980402,2171.0,Household Payment,2022-07-16 07:42:57.507116
31088,A00001159,KL,37861478,6470.0,Household Payment,2022-07-23 11:26:17.507116
31089,A00001160,YZ,20354813,3487.0,Household Payment,2022-07-16 20:55:46.507116
31090,A00001160,CD,47398275,171.0,,2022-07-15 09:47:55.507116
31091,A00001161,ST,53418099,3947.0,Household Payment,2022-07-25 05:30:45.507116
31096,A00001165,CD,13145977,8270.0,Household Payment,2022-07-21 05:31:29.507116
31097,A00001166,CD,62584346,3105.2,Loan Payment,2022-07-25 09:31:09.507116
31098,A00001166,EF,69850820,4397.0,Household Payment,2022-07-17 06:07:45.507116
31102,A00001168,WX,84145503,2432.0,Household Payment,2022-07-16 06:54:15.507116
31103,A00001168,GH,54825097,1838.0,,2022-07-19 04:52:42.507116
31104,A00001168,MN,2626044,48.0,Insurance Payment,2022-07-21 19:59:47.507116
31105,A00001168,WX,34381449,40.0,,2022-07-23 03:41:31.507116
31106,A00001169,EF,74447035,7748.0,Household Payment,2022-07-25 23:48:10.507116
31107,A00001169,WX,2818489,591.0,,2022-07-17 11:59:51.507116
31108,A00001170,YZ,66010159,2279.3,Leasing Payment,2022-07-17 09:46:06.507116
31109,A00001170,EF,53990995,13057.0,Household Payment,2022-07-20 14:59:53.507116
31110,A00001171,AB,8577967,7893.0,Household Payment,2022-07-19 23:17:01.507116
31111,A00001173,YZ,85918098,950.0,Household Payment,2022-07-20 16:40:09.507116
31112,A00001173,AB,55954945,1352.0,,2022-07-24 06:08:23.507116
31113,A00001174,GH,72342484,720.0,Household Payment,2022-07-15 00:03:36.507116
31114,A00001174,IJ,14356726,829.0,,2022-07-19 19:19:13.507116
31115,A00001174,IJ,69252133,3182.0,Insurance Payment,2022-07-19 03:42:21.507116
31119,A00001176,YZ,67840176,2267.0,Household Payment,2022-07-24 09:18:10.507116
31120,A00001177,YZ,63586568,541.0,Household Payment,2022-07-18 20:51:03.507116
31121,A00001177,IJ,89210205,3499.0,,2022-07-23 14:29:03.507116
31122,A00001177,OP,30046618,6306.0,Loan Payment,2022-07-24 00:02:45.507116
31123,A00001178,GH,17762130,5639.0,Household Payment,2022-07-22 02:11:06.507116
31124,A00001179,UV,68278848,2808.0,Household Payment,2022-07-22 02:11:25.507116
31125,A00001181,OP,84730392,3418.0,Household Payment,2022-07-20 17:20:58.507116
31126,A00001181,WX,99466686,329.0,,2022-07-16 20:55:15.507116
31127,A00001181,YZ,73321759,123.0,Insurance Payment,2022-07-24 06:09:08.507116
31128,A00001182,UV,22986358,1662.7,Leasing Payment,2022-07-19 05:04:14.507116
31129,A00001183,YZ,94248866,1882.0,Household Payment,2022-07-24 17:21:15.507116
31130,A00001183,QR,47705107,1046.0,,2022-07-22 17:39:16.507116
31131,A00001185,KL,67108410,2581.0,Household Payment,2022-07-22 00:02:44.507116
31132,A00001185,ST,46177363,249.0,Household Payment,2022-07-17 03:25:53.507116
31133,A00001187,WX,56067287,2288.0,Household Payment,2022-07-18 00:51:21.507116
31134,A00001188,KL,60496938,4421.0,Household Payment,2022-07-22 23:08:52.507116
31135,A00001189,GH,69967859,1944.0,Household Payment,2022-07-25 18:37:36.507116
31136,A00001189,GH,59060120,344.0,,2022-07-18 21:52:21.507116
31137,A00001190,KL,18257963,8249.0,Household Payment,2022-07-23 05:01:55.507116
31142,A00001193,KL,465041,7334.0,Household Payment,2022-07-23 14:17:24.507116
31143,A00001194,WX,70871931,3171.0,Household Payment,2022-07-18 10:11:03.507116
31144,A00001195,IJ,70545512,1890.0,Household Payment,2022-07-19 12:25:37.507116
31145,A00001195,IJ,17328250,453.0,Household Payment,2022-07-22 16:49:25.507116
31146,A00001196,GH,66254877,12445.0,Household Payment,2022-07-25 14:25:54.507116
31147,A00001197,ST,79359864,2582.0,Household Payment,2022-07-25 13:11:27.507116
31148,A00001199,IJ,97586124,1948.0,Household Payment,2022-07-20 05:24:51.507116
31149,A00001199,UV,49255633,762.0,,2022-07-24 03:05:20.507116
31150,A00001200,KL,65062272,3743.0,Household Payment,2022-07-17 23:49:35.507116
31151,A00001200,EF,63795244,525.0,,2022-07-18 18:11:55.507116
31152,A00001200,EF,13788360,3156.0,Insurance Payment,2022-07-25 10:34:38.507116
31153,A00001201,CD,73948222,5873.0,Household Payment,2022-07-24 18:08:18.507116
31154,A00001201,OP,53580081,1836.0,,2022-07-22 19:33:00.507116
31159,A00001203,EF,84286474,465.0,Household Payment,2022-07-25 23:30:40.507116
31160,A00001203,UV,74031829,3232.0,,2022-07-17 18:36:38.507116
31161,A00001203,AB,89206337,118.0,Insurance Payment,2022-07-16 18:45:15.507116
31162,A00001203,EF,31680542,346.0,,2022-07-21 06:13:27.507116
31163,A00001204,WX,46599167,2154.0,Household Payment,2022-07-22 18:44:54.507116
31164,A00001204,MN,21313643,4992.0,,2022-07-16 02:41:29.507116
31165,A00001205,YZ,8382422,2989.0,Household Payment,2022-07-20 00:03:45.507116
31166,A00001206,KL,50189578,3279.0,Household Payment,2022-07-18 11:51:15.507116
31167,A00001207,ST,70412289,9252.0,Household Payment,2022-07-18 18:28:58.507116
31168,A00001207,YZ,3589851,1110.0,Leasing Payment,2022-07-16 15:40:40.507116
31169,A00001208,ST,82192122,4426.0,Household Payment,2022-07-19 04:14:45.507116
31170,A00001208,IJ,36384171,2126.0,,2022-07-15 00:15:29.507116
31171,A00001209,AB,9581202,3568.0,Household Payment,2022-07-15 09:00:32.507116
31172,A00001211,QR,57585883,3073.0,Household Payment,2022-07-20 15:57:51.507116
31173,A00001211,KL,33158874,890.0,,2022-07-25 18:14:14.507116
31174,A00001211,OP,16959125,372.0,Insurance Payment,2022-07-18 05:22:45.507116
31175,A00001212,CD,49310952,2805.0,Household Payment,2022-07-18 04:17:06.507116
31176,A00001213,AB,19831466,2984.0,Household Payment,2022-07-22 05:51:16.507116
31177,A00001214,EF,29751098,4469.0,Household Payment,2022-07-18 21:44:14.507116
31178,A00001215,QR,60905134,2508.0,Household Payment,2022-07-18 02:53:31.507116
31179,A00001216,OP,9067219,2349.0,Household Payment,2022-07-18 12:07:08.507116
31180,A00001217,AB,9696394,151.0,Household Payment,2022-07-23 21:02:04.507116
31181,A00001217,YZ,58911669,1956.0,,2022-07-23 01:10:15.507116
31182,A00001218,IJ,27704996,3213.4,Leasing Payment,2022-07-24 12:16:14.507116
31183,A00001219,IJ,86177932,3986.0,Household Payment,2022-07-22 11:47:38.507116
31184,A00001220,CD,48306894,2770.0,Household Payment,2022-07-25 09:34:01.507116
31185,A00001221,QR,20722085,3213.4,Leasing Payment,2022-07-17 19:04:46.507116
31186,A00001222,WX,91109859,1727.0,Household Payment,2022-07-18 05:44:20.507116
31187,A00001223,WX,7625335,1398.0,Household Payment,2022-07-16 09:00:05.507116
31188,A00001223,CD,87986993,4963.0,,2022-07-20 15:06:30.507116
31194,A00001226,CD,52769649,3826.0,Household Payment,2022-07-22 10:56:21.507116
31195,A00001227,YZ,31759178,5511.0,Household Payment,2022-07-18 01:58:46.507116
31196,A00001227,GH,57943856,101.0,,2022-07-24 06:29:43.507116
31197,A00001227,MN,14547312,980.0,Insurance Payment,2022-07-25 06:41:39.507116
31198,A00001227,YZ,39771598,2344.0,,2022-07-20 01:02:34.507116
31199,A00001228,AB,34928244,1980.0,Household Payment,2022-07-25 18:48:55.507116
31200,A00001229,UV,85866784,5505.0,Household Payment,2022-07-21 17:55:09.507116
31201,A00001230,IJ,91985517,3213.4,Leasing Payment,2022-07-15 16:57:28.507116
31202,A00001231,GH,5624753,3485.0,Household Payment,2022-07-15 12:26:14.507116
31203,A00001231,IJ,9577274,665.0,Leasing Payment,2022-07-23 01:10:47.507116
31204,A00001233,GH,76341795,2260.0,Household Payment,2022-07-20 15:12:54.507116
31205,A00001234,WX,71036088,2236.0,Household Payment,2022-07-20 16:49:52.507116
31206,A00001235,QR,36736953,1843.0,Household Payment,2022-07-19 05:52:05.507116
31207,A00001235,GH,56642502,1049.0,Household Payment,2022-07-20 15:03:14.507116
31208,A00001238,IJ,28000951,2256.0,Household Payment,2022-07-21 19:31:32.507116
31209,A00001239,KL,83388852,3744.0,Household Payment,2022-07-18 15:50:08.507116
31210,A00001240,MN,14062285,4353.0,Household Payment,2022-07-24 11:05:21.507116
31211,A00001241,EF,97685855,1368.0,Household Payment,2022-07-25 13:53:33.507116
31212,A00001241,IJ,21271294,2201.0,,2022-07-17 13:38:10.507116
31213,A00001241,WX,87002157,227.0,Insurance Payment,2022-07-20 12:05:34.507116
31214,A00001242,CD,11588836,5355.7,Loan Payment,2022-07-16 10:29:48.507116
31215,A00001242,GH,12355560,4910.0,Household Payment,2022-07-15 23:00:18.507116
31216,A00001242,AB,62675297,3674.0,,2022-07-24 04:05:31.507116
31217,A00001242,OP,25744539,422.0,Insurance Payment,2022-07-17 16:08:02.507116
31218,A00001242,UV,13214141,38.0,,2022-07-24 02:32:32.507116
31219,A00001244,EF,22533941,903.0,Household Payment,2022-07-23 02:09:47.507116
31220,A00001244,IJ,81744551,2122.0,,2022-07-17 21:36:43.507116
31221,A00001244,WX,97042274,406.0,Insurance Payment,2022-07-15 17:50:10.507116
31222,A00001244,QR,49724513,54.0,,2022-07-23 16:39:37.507116
31223,A00001244,AB,67696446,748.0,Loan Payment,2022-07-23 16:26:22.507116
31224,A00001245,IJ,42008179,3611.0,Household Payment,2022-07-20 04:14:49.507116
31225,A00001246,AB,34252166,3239.0,Household Payment,2022-07-22 12:57:03.507116
31226,A00001247,YZ,9652227,2077.0,Loan Payment,2022-07-21 20:56:39.507116
31227,A00001248,AB,25126809,3176.0,Household Payment,2022-07-19 19:05:37.507116
31228,A00001249,ST,91224199,704.0,Household Payment,2022-07-25 05:53:31.507116
31229,A00001249,GH,65504103,392.0,,2022-07-15 14:13:51.507116
31230,A00001249,QR,4520500,1361.0,Insurance Payment,2022-07-21 22:14:37.507116
31231,A00001250,GH,21845096,3805.2,Loan Payment,2022-07-23 00:44:25.507116
31232,A00001250,YZ,14470041,61.0,Household Payment,2022-07-23 02:00:06.507116
31233,A00001250,IJ,49418222,10069.0,,2022-07-16 09:45:48.507116
31234,A00001251,UV,78350180,7870.0,Household Payment,2022-07-24 03:52:19.507116
31235,A00001252,UV,84370898,4114.7,Loan Payment,2022-07-21 01:10:33.507116
31236,A00001253,OP,64931833,3865.0,Household Payment,2022-07-23 01:46:32.507116
31237,A00001253,WX,10639518,5330.0,,2022-07-16 09:01:20.507116
31238,A00001255,GH,13613921,4598.0,Loan Payment,2022-07-16 22:35:12.507116
31239,A00001256,AB,72944313,1178.0,Household Payment,2022-07-25 21:43:47.507116
31240,A00001256,ST,69528400,5450.0,,2022-07-25 16:58:59.507116
31241,A00001256,IJ,9768981,1974.0,Loan Payment,2022-07-20 14:32:47.507116
31242,A00001257,CD,16047442,4387.0,Household Payment,2022-07-24 06:46:58.507116
31243,A00001258,AB,56178200,759.0,Household Payment,2022-07-21 06:22:02.507116
31244,A00001258,OP,77309888,1174.0,,2022-07-23 12:56:50.507116
31245,A00001259,IJ,29708302,724.0,Household Payment,2022-07-25 01:03:12.507116
31246,A00001259,MN,46119725,2108.0,,2022-07-15 05:43:11.507116
31247,A00001259,EF,47106474,464.0,Insurance Payment,2022-07-24 06:52:34.507116
31248,A00001259,WX,87490993,1429.0,Loan Payment,2022-07-24 02:48:05.507116
31249,A00001260,QR,76420205,6594.0,Household Payment,2022-07-21 11:41:13.507116
31250,A00001261,CD,48037660,9222.0,Household Payment,2022-07-21 05:14:21.507116
31251,A00001262,EF,16308558,2821.0,Household Payment,2022-07-23 09:56:09.507116
31252,A00001264,YZ,35251403,6605.0,Household Payment,2022-07-24 14:21:12.507116
31253,A00001265,QR,2120972,1870.0,Household Payment,2022-07-16 07:44:58.507116
31254,A00001266,MN,3816020,9291.0,Household Payment,2022-07-15 02:06:16.507116
31255,A00001267,GH,53632640,2271.0,Household Payment,2022-07-21 23:11:22.507116
31256,A00001267,YZ,92731403,867.0,,2022-07-20 16:46:22.507116
31257,A00001267,OP,38344526,21.0,Insurance Payment,2022-07-20 08:23:49.507116
31258,A00001267,QR,69378167,1672.0,,2022-07-20 14:41:35.507116
31259,A00001268,ST,70287799,2220.0,Household Payment,2022-07-24 03:58:51.507116
31260,A00001269,CD,70135479,6840.0,Household Payment,2022-07-24 08:17:54.507116
31261,A00001269,EF,78545605,599.0,,2022-07-18 01:04:19.507116
31262,A00001270,AB,27904290,2077.3,Loan Payment,2022-07-23 23:35:39.507116
31263,A00001270,WX,88882463,4162.0,Household Payment,2022-07-18 15:36:04.507116
31264,A00001271,EF,44934696,4128.0,Household Payment,2022-07-23 20:50:28.507116
31265,A00001272,IJ,75666576,1246.4,Leasing Payment,2022-07-17 09:57:14.507116
31266,A00001273,IJ,25406718,3863.0,Household Payment,2022-07-21 01:39:01.507116
31267,A00001275,IJ,30025339,1903.0,Household Payment,2022-07-16 03:09:00.507116
31268,A00001276,OP,19942432,3839.0,Household Payment,2022-07-17 23:33:49.507116
31269,A00001276,YZ,87970047,508.0,,2022-07-15 00:56:01.507116
31270,A00001276,AB,23086488,169.0,Insurance Payment,2022-07-25 06:46:58.507116
31271,A00001277,OP,2533764,3175.0,Household Payment,2022-07-22 12:08:15.507116
31276,A00001279,QR,61846792,3587.0,Household Payment,2022-07-18 13:07:25.507116
31277,A00001280,EF,39353507,2491.0,Household Payment,2022-07-15 23:22:47.507116
31282,A00001284,AB,29951918,4375.5,Loan Payment,2022-07-15 07:59:51.507116
31283,A00001285,YZ,21816671,7213.0,Household Payment,2022-07-15 19:00:42.507116
31284,A00001286,IJ,38014668,8500.0,Household Payment,2022-07-24 16:29:56.507116
31285,A00001287,EF,52661430,2623.0,Household Payment,2022-07-21 17:53:42.507116
31286,A00001287,UV,28742987,6619.0,,2022-07-19 21:14:25.507116
31287,A00001287,CD,8041507,525.0,Insurance Payment,2022-07-17 14:48:08.507116
31288,A00001288,IJ,87367409,2948.0,Household Payment,2022-07-19 17:13:04.507116
31289,A00001289,OP,91892945,6950.0,Household Payment,2022-07-23 04:48:38.507116
31291,A00001291,OP,71369182,1333.0,Household Payment,2022-07-17 13:32:03.507116
31292,A00001291,IJ,15883821,335.0,Household Payment,2022-07-21 06:09:32.507116
